Dataset,MajorityClass,Wetland,Shrubland,Grassland,Bareland,Forest,Water,Cropland,Built-up,Non_Wetland,Lichens_and_Mosses,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWL_M_R,Non_Wetland,6,4,2,2,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWL_M_R,Shrubland,15,0,20,15,20,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWL_M_R,Grassland,41,73,0,31,44,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWL_M_R,Cropland,5,60,111,13,20,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWL_M_R,Bareland,8,30,33,0,14,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWL_M_R,Forest,286,238,215,88,0,97,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWL_M_R,Water,130,7,28,1,58,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWL_M_R,Wetland,0,24,12,2,21,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWL_M_R,Lichens_and_Mosses,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWL_M_R,Built-up,13,23,3,14,10,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWL_M_R,Permanent_ice_and_snow,1,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWL_M_R,Non_Wetland,0,0,6,0,6,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWL_M_R,Shrubland,3,0,97,6,54,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWL_M_R,Grassland,1,0,0,4,100,5,19,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWL_M_R,Cropland,0,0,107,7,84,0,0,7,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWL_M_R,Wetland,0,0,48,2,56,29,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWL_M_R,Bareland,0,0,67,0,36,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWL_M_R,Water,25,0,20,3,161,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWL_M_R,Forest,5,0,276,5,0,79,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWL_M_R,Lichens_and_Mosses,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWL_M_R,Built-up,0,0,40,5,15,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LWL_M_R,Permanent_ice_and_snow,0,0,0,1,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWL_M_R,Grassland,26,68,0,69,2,2,17,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWL_M_R,Non_Wetland,10,3,1,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWL_M_R,Forest,196,310,304,178,0,114,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWL_M_R,Water,44,42,21,28,16,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWL_M_R,Shrubland,22,0,33,20,1,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWL_M_R,Cropland,5,45,82,65,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWL_M_R,Wetland,0,29,22,20,1,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWL_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWL_M_R,Bareland,7,12,15,0,0,3,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWL_M_R,Built-up,6,7,28,30,0,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWL_M_R,Permanent_ice_and_snow,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWL_M_R,Grassland,12,0,0,0,0,2,0,0,67,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWL_M_R,Wetland,0,0,0,0,0,0,0,0,25,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWL_M_R,Forest,157,0,0,0,0,28,0,0,405,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWL_M_R,Water,112,0,0,0,0,0,0,0,88,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWL_M_R,Shrubland,0,0,0,0,0,0,0,0,41,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWL_M_R,Cropland,0,0,0,0,0,0,0,0,10,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWL_M_R,Bareland,4,0,0,0,0,0,0,0,15,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWL_M_R,Built-up,0,0,0,0,0,0,0,0,19,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWL_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWL_M_R,Forest,157,228,62,152,0,28,75,40,0,5,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWL_M_R,Grassland,12,94,0,18,64,2,76,61,0,11,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWL_M_R,Wetland,0,10,0,3,3,0,1,1,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWL_M_R,Bareland,4,27,3,0,9,0,11,6,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWL_M_R,Water,112,29,2,50,44,0,1,1,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWL_M_R,Shrubland,0,0,2,6,6,0,4,6,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWL_M_R,Cropland,0,31,11,1,18,0,0,28,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWL_M_R,Built-up,0,7,0,0,0,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWL_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWL_M_R,Shrubland,0,0,0,0,0,7,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWL_M_R,Grassland,0,0,0,0,0,1,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWL_M_R,Forest,0,0,0,0,0,62,0,0,0,0,60,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWL_M_R,Wetland,0,0,0,0,0,13,0,0,0,0,18,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWL_M_R,Bareland,0,0,0,0,0,5,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWL_M_R,Water,0,0,0,0,0,0,0,0,0,0,79,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWL_M_R,Shrubland,2,0,0,1,17,0,20,15,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWL_M_R,Grassland,0,0,0,9,40,1,159,18,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWL_M_R,Forest,5,0,0,1,0,184,64,44,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWL_M_R,Bareland,0,0,0,0,4,0,16,7,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWL_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWL_M_R,Water,0,0,0,3,27,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWL_M_R,Cropland,0,0,0,0,3,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWL_M_R,Wetland,0,0,0,0,24,45,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWL_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWL_M_R,Shrubland,0,0,12,6,40,0,20,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWL_M_R,Forest,0,0,17,9,0,9,35,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWL_M_R,Wetland,0,0,6,1,92,10,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWL_M_R,Cropland,0,0,12,19,4,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWL_M_R,Water,12,0,2,2,195,0,1,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWL_M_R,Grassland,0,0,0,55,79,1,47,0,0,0,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWL_M_R,Bareland,0,0,0,0,13,0,2,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWL_M_R,Built-up,0,0,0,0,5,0,2,0,0,0,0,0
