,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKJ_M_R,3178
AMAZON_EXTENSION_2024_WorldCover_2021_20LKJ_M_R,3143
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKJ_M_R,3051
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKJ_M_R,2543
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKJ_M_R,1884
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKJ_M_R,1377
