Dataset,MajorityClass,Grassland,Forest,Wetland,Bareland,Built-up,Cropland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKP_M_R,Grassland,0,291,111,94,85,0,105,286,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKP_M_R,Cropland,436,194,16,116,70,0,19,267,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKP_M_R,Wetland,207,166,0,21,22,0,336,172,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKP_M_R,Bareland,98,56,0,0,63,0,155,76,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKP_M_R,Built-up,208,88,25,105,0,0,53,176,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKP_M_R,Water,505,322,179,105,73,0,0,286,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKP_M_R,Forest,787,0,420,191,155,0,388,778,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKP_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKP_M_R,Lichens_and_Mosses,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKP_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKP_M_R,Shrubland,0,0,0,0,0,0,0,0,128,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKP_M_R,Wetland,0,0,0,0,0,0,28,0,385,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKP_M_R,Grassland,0,0,144,0,0,0,52,0,486,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKP_M_R,Forest,0,0,462,0,0,0,186,0,1153,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKP_M_R,Built-up,0,0,46,0,0,0,16,0,79,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKP_M_R,Water,0,0,603,0,0,0,0,0,607,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKP_M_R,Cropland,0,0,28,0,0,0,9,0,76,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKP_M_R,Bareland,0,0,60,0,0,0,28,0,20,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKP_M_R,Grassland,0,105,175,317,107,75,86,212,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKP_M_R,Non_Wetland,6,2,10,3,0,0,1,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKP_M_R,Wetland,250,61,0,219,5,0,91,123,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKP_M_R,Forest,1027,0,638,641,207,58,204,658,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKP_M_R,Water,456,230,629,557,27,0,0,270,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKP_M_R,Non_Water,1,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKP_M_R,Shrubland,101,16,44,82,32,8,21,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKP_M_R,Bareland,65,2,4,0,39,3,14,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKP_M_R,Built-up,257,27,36,262,0,5,13,99,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKP_M_R,Cropland,406,53,45,294,123,0,18,119,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKP_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKP_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKP_M_R,Grassland,0,0,0,0,0,0,110,0,0,61,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKP_M_R,Bareland,0,0,0,0,0,0,60,0,0,54,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKP_M_R,Shrubland,0,0,0,0,0,0,15,0,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKP_M_R,Water,0,0,0,0,0,0,0,0,0,529,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKP_M_R,Forest,0,0,0,0,0,0,275,0,0,228,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKP_M_R,Cropland,0,0,0,0,0,0,11,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKP_M_R,Wetland,0,0,0,0,0,0,177,0,0,225,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKP_M_R,Built-up,0,0,0,0,0,0,37,0,0,15,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKP_M_R,Grassland,0,388,144,121,152,229,52,545,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKP_M_R,Bareland,64,86,60,0,116,154,28,216,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKP_M_R,Water,205,392,603,202,77,134,0,596,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKP_M_R,Forest,567,0,462,222,242,286,186,855,0,0,14,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKP_M_R,Wetland,25,96,0,34,5,10,28,118,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKP_M_R,Built-up,132,129,46,33,0,146,16,289,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKP_M_R,Cropland,163,228,28,13,84,0,9,322,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKP_M_R,Shrubland,13,18,0,5,12,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKP_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKP_M_R,Grassland,0,198,19,12,331,666,195,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKP_M_R,Forest,0,0,81,5,615,619,501,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKP_M_R,Shrubland,0,50,2,0,89,100,25,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKP_M_R,Wetland,0,59,0,5,128,152,315,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKP_M_R,Bareland,0,36,0,0,167,104,40,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKP_M_R,Built-up,0,23,1,17,0,49,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKP_M_R,Water,0,36,31,34,151,155,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKP_M_R,Cropland,0,26,0,1,76,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKP_M_R,Forest,174,0,43,72,0,206,138,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKP_M_R,Shrubland,54,129,14,20,0,72,37,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKP_M_R,Cropland,55,56,4,48,0,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKP_M_R,Wetland,116,439,0,12,0,45,209,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKP_M_R,Bareland,14,43,10,0,0,31,23,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKP_M_R,Water,47,419,147,82,0,34,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKP_M_R,Built-up,26,197,4,88,0,127,26,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKP_M_R,Grassland,0,361,76,106,0,240,161,0,0,0,0,4
