Dataset,MajorityClass,Grassland,Forest,Wetland,Bareland,Built-up,Cropland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23MKP_M_R,Shrubland,220,162,42,44,72,27,31,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MKP_M_R,Grassland,0,520,138,110,111,147,73,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MKP_M_R,Non_Wetland,6,6,12,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MKP_M_R,Bareland,297,144,8,0,63,29,44,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MKP_M_R,Built-up,374,309,18,114,0,86,29,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MKP_M_R,Water,780,954,303,213,21,31,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MKP_M_R,Forest,917,0,273,107,189,105,165,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MKP_M_R,Cropland,447,354,12,77,97,0,23,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MKP_M_R,Wetland,389,502,0,36,9,4,183,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MKP_M_R,Non_Water,1,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MKP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKP_M_R,Non_Wetland,7,6,9,0,1,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKP_M_R,Shrubland,79,42,31,22,18,0,22,0,0,0,0,0
