Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20KLG_M_R,Shrubland,3,3,2,3,1,2,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLG_M_R,Grassland,0,25,37,43,11,31,39,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLG_M_R,Cropland,108,0,65,69,31,63,90,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLG_M_R,Wetland,153,53,0,58,2,91,100,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLG_M_R,Lichens_and_Mosses,2,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLG_M_R,Bareland,113,44,35,0,20,82,88,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLG_M_R,Built-up,22,7,0,13,0,5,19,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLG_M_R,Water,228,87,84,177,31,0,185,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLG_M_R,Forest,134,63,60,90,46,80,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLG_M_R,Permanent_ice_and_snow,38,7,15,16,2,9,17,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLG_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLG_M_R,Grassland,0,0,12,0,0,8,0,73,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLG_M_R,Cropland,0,0,38,0,0,28,0,104,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLG_M_R,Bareland,0,0,38,0,0,19,0,43,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLG_M_R,Forest,0,0,49,0,0,35,0,129,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLG_M_R,Wetland,0,0,0,0,0,13,0,189,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLG_M_R,Water,0,0,85,0,0,0,0,93,0,0,0,0
