Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20KNG_M_R,Shrubland,3,3,3,3,1,2,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNG_M_R,Grassland,0,34,28,18,12,19,34,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNG_M_R,Cropland,96,0,53,58,35,76,76,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNG_M_R,Wetland,111,90,0,32,1,87,88,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNG_M_R,Lichens_and_Mosses,1,1,0,1,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNG_M_R,Bareland,93,84,25,0,26,89,70,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNG_M_R,Built-up,14,12,1,11,0,6,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNG_M_R,Water,170,129,81,100,15,0,156,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNG_M_R,Forest,103,80,55,66,27,74,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNG_M_R,Permanent_ice_and_snow,42,28,16,21,8,22,31,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNG_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNG_M_R,Grassland,0,0,10,0,0,8,0,54,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNG_M_R,Cropland,0,0,37,0,0,30,0,107,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNG_M_R,Forest,0,0,39,0,0,33,0,119,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNG_M_R,Wetland,0,0,0,0,0,16,0,176,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNG_M_R,Bareland,0,0,36,0,0,22,0,68,0,0,0,0
