Dataset,MajorityClass,Forest,Grassland,Cropland,Bareland,Built-up,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24KTC_M_R,Shrubland,43,41,17,14,10,3,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTC_M_R,Grassland,325,0,152,104,103,59,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTC_M_R,Non_Wetland,4,6,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTC_M_R,Bareland,136,211,32,0,47,22,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTC_M_R,Built-up,298,373,127,163,0,97,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTC_M_R,Water,694,675,41,301,40,0,37,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTC_M_R,Forest,0,903,190,252,158,169,33,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTC_M_R,Cropland,295,430,0,127,106,20,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTC_M_R,Wetland,70,98,4,4,0,22,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTC_M_R,Non_Water,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTC_M_R,Permanent_ice_and_snow,1,24,5,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTC_M_R,Non_Wetland,1,1,0,0,0,1,6,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTC_M_R,Shrubland,12,28,0,8,7,12,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTC_M_R,Grassland,112,0,0,100,75,154,92,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTC_M_R,Cropland,121,402,0,155,130,72,71,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTC_M_R,Bareland,22,131,0,0,74,94,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTC_M_R,Built-up,74,196,0,161,0,110,46,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTC_M_R,Forest,0,670,0,221,157,390,287,38,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTC_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTC_M_R,Water,105,380,0,47,99,0,136,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTC_M_R,Wetland,0,31,0,3,2,59,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTC_M_R,Permanent_ice_and_snow,2,4,0,3,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTC_M_R,Grassland,152,0,36,147,84,48,56,22,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTC_M_R,Forest,0,533,47,380,158,265,216,56,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTC_M_R,Wetland,3,36,0,21,0,21,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTC_M_R,Non_Wetland,1,1,0,1,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTC_M_R,Bareland,27,91,0,0,20,9,0,0,0,0,0,0
