Dataset,MajorityClass,Forest,Grassland,Cropland,Bareland,Built-up,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTC_M_R,Built-up,84,195,0,196,0,53,39,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTC_M_R,Water,101,215,1,163,97,0,88,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTC_M_R,Shrubland,11,19,1,15,12,4,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTC_M_R,Cropland,195,334,0,116,153,14,25,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTC_M_R,Permanent_ice_and_snow,3,2,0,5,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTC_M_R,Grassland,0,0,0,0,0,10,26,0,193,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTC_M_R,Wetland,0,0,0,0,0,0,0,0,136,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTC_M_R,Forest,0,0,0,0,0,70,94,0,534,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTC_M_R,Shrubland,0,0,0,0,0,0,0,0,12,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTC_M_R,Water,0,0,0,0,0,0,161,0,257,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTC_M_R,Cropland,0,0,0,0,0,0,1,0,97,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTC_M_R,Built-up,0,0,0,0,0,11,15,0,84,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTC_M_R,Bareland,0,0,0,0,0,8,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTC_M_R,Grassland,0,0,0,0,0,130,0,0,0,63,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTC_M_R,Water,0,0,0,0,0,0,0,0,0,352,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTC_M_R,Forest,0,0,0,0,0,281,0,0,0,164,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTC_M_R,Shrubland,0,0,0,0,0,8,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTC_M_R,Built-up,0,0,0,0,0,60,0,0,0,11,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTC_M_R,Cropland,0,0,0,0,0,24,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTC_M_R,Bareland,0,0,0,0,0,21,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTC_M_R,Wetland,0,0,0,0,0,20,0,0,0,27,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTC_M_R,Grassland,253,0,467,52,196,10,26,447,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTC_M_R,Wetland,16,1,29,1,2,0,0,47,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTC_M_R,Bareland,46,3,241,0,176,8,0,150,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTC_M_R,Built-up,107,18,234,30,0,11,15,246,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTC_M_R,Water,268,28,368,176,256,0,161,493,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTC_M_R,Forest,0,129,505,78,268,70,94,761,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTC_M_R,Cropland,131,28,0,11,120,0,1,214,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTC_M_R,Shrubland,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTC_M_R,Permanent_ice_and_snow,2,0,10,0,2,0,0,9,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTC_M_R,Grassland,157,0,369,24,324,125,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTC_M_R,Forest,0,0,431,11,533,297,31,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTC_M_R,Built-up,21,0,83,16,0,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTC_M_R,Water,102,0,177,4,282,0,18,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTC_M_R,Shrubland,0,0,3,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTC_M_R,Wetland,6,0,9,0,16,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTC_M_R,Bareland,33,0,49,0,184,17,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTC_M_R,Cropland,52,0,0,9,156,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTC_M_R,Permanent_ice_and_snow,0,0,3,0,19,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTC_M_R,Water,424,80,10,13,0,0,67,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTC_M_R,Forest,0,118,167,78,0,181,23,0,0,0,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTC_M_R,Cropland,118,67,0,59,0,36,1,0,0,0,0,19
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTC_M_R,Wetland,62,9,1,0,0,31,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTC_M_R,Built-up,241,82,150,62,0,70,0,0,0,0,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTC_M_R,Bareland,47,4,15,0,0,19,2,0,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTC_M_R,Grassland,235,0,141,82,0,116,33,0,0,0,0,53
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTC_M_R,Shrubland,6,0,3,0,0,0,0,0,0,0,0,0
