Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KLA_M_R,Shrubland,396,138,95,81,94,213,202,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLA_M_R,Non_Wetland,14,5,0,1,5,14,18,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLA_M_R,Grassland,0,240,84,43,76,200,177,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLA_M_R,Bareland,269,80,0,100,74,144,29,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLA_M_R,Water,938,153,324,27,0,720,524,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLA_M_R,Forest,1201,405,272,193,363,0,318,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLA_M_R,Cropland,811,0,257,152,96,411,151,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLA_M_R,Wetland,294,60,4,1,123,169,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLA_M_R,Built-up,247,124,106,0,18,170,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLA_M_R,Non_Water,4,2,0,0,2,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLA_M_R,Permanent_ice_and_snow,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLA_M_R,Non_Wetland,5,0,0,0,16,5,27,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLA_M_R,Shrubland,145,0,57,37,125,63,136,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLA_M_R,Grassland,0,0,37,49,165,159,200,284,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLA_M_R,Cropland,855,0,175,139,246,459,205,641,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLA_M_R,Wetland,93,0,7,24,393,62,0,261,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLA_M_R,Bareland,220,0,0,54,177,83,18,107,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLA_M_R,Built-up,187,0,171,0,42,72,8,184,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLA_M_R,Water,441,0,165,42,0,340,370,647,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLA_M_R,Forest,784,0,309,235,759,0,661,1247,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLA_M_R,Non_Water,0,0,0,0,8,2,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLA_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLA_M_R,Wetland,0,0,0,0,54,0,0,0,939,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLA_M_R,Shrubland,0,0,0,0,0,0,0,0,460,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLA_M_R,Grassland,0,0,0,0,35,0,71,0,553,0,0,0
