Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20KNU_M_R,Shrubland,3,3,1,3,1,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNU_M_R,Grassland,0,20,12,7,1,23,28,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNU_M_R,Cropland,63,0,8,43,14,40,79,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNU_M_R,Wetland,128,91,0,50,3,108,126,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNU_M_R,Lichens_and_Mosses,2,1,0,3,1,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNU_M_R,Bareland,49,39,8,0,14,48,62,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNU_M_R,Built-up,14,5,2,13,0,2,13,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNU_M_R,Water,151,113,52,79,6,0,167,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNU_M_R,Forest,100,71,33,75,26,79,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNU_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNU_M_R,Grassland,0,0,7,0,0,6,0,65,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNU_M_R,Cropland,0,0,29,0,0,7,0,58,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNU_M_R,Built-up,0,0,0,0,0,1,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNU_M_R,Forest,0,0,47,0,0,32,0,149,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNU_M_R,Wetland,0,0,0,0,0,18,0,279,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNU_M_R,Water,0,0,73,0,0,0,0,133,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNU_M_R,Bareland,0,0,30,0,0,11,0,20,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNU_M_R,Shrubland,0,0,0,0,0,4,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNU_M_R,Grassland,0,0,0,0,0,44,0,0,20,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNU_M_R,Cropland,0,0,0,0,0,85,0,0,43,0,0,0
