Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPQ_M_R
4549,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4550,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4551,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4552,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4553,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4554,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4555,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4556,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4557,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
4558,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4559,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4560,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4561,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4562,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4563,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4564,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4565,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4566,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4567,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4568,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4569,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4570,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4571,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4572,Grassland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4573,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4574,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4575,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4576,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
4577,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4578,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4579,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4580,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
4581,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
4582,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4583,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4584,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
4585,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4586,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4587,Grassland,Wetland,Water,Water,Water,Grassland,Water,Grassland
4588,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4589,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
4590,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4591,Grassland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4592,Grassland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
4593,Grassland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4594,Grassland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4595,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4596,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4597,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4598,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4599,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4600,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4601,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4602,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
4603,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4604,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4605,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4606,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4607,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4608,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4609,Grassland,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4610,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
4611,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
4612,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
4613,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4614,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
4615,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4616,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4617,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4618,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4619,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4620,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4621,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4622,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
4623,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
4624,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4625,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4626,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4627,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4628,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4629,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4630,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
4631,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4632,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4633,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4634,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
4635,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
4636,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
4637,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4638,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
4639,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4640,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4641,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4642,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4643,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4644,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4645,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4646,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4647,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4648,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
4649,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4650,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4651,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4652,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
4653,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4654,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
4655,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
4656,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
4657,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4658,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4659,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4660,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
4661,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4662,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4663,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4664,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4665,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4666,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4667,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4668,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
4669,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4670,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4671,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4672,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4673,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4674,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4675,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4676,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4677,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4678,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4679,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4680,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Wetland
4681,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
4682,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
4683,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4684,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4685,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4686,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4687,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4688,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4689,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
4690,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4691,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4692,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4693,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4694,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4695,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
4696,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4697,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4698,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4699,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4700,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
4701,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
4702,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
4703,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
4704,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
4705,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4706,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
4707,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4708,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4709,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4710,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4711,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4712,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4713,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4714,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
4715,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
4716,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4717,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
4718,Grassland,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
4719,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4720,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4721,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4722,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4723,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4724,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4725,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
4726,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
4727,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
4728,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4729,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
4730,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4731,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4732,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
4733,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4734,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4735,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4736,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
4737,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
4738,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4739,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
4740,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4741,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
4742,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4743,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4744,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4745,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4746,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4747,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
4748,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
4749,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4750,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4751,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4752,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4753,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4754,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4755,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
4756,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4757,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
4758,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
4759,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
4760,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
4761,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4762,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4763,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4764,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4765,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
4766,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4767,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4768,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4769,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4770,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4771,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4772,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
4773,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4774,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
4775,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4776,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4777,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4778,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4779,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4780,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4781,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4782,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4783,Grassland,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4784,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4785,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4786,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
4787,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4788,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4789,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4790,Grassland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
4791,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4792,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4793,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4794,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4795,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
4796,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
4797,Grassland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4798,Grassland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4799,Grassland,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4800,Grassland,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4801,Grassland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
4802,Grassland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
4803,Grassland,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
4804,Grassland,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
4805,Grassland,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
4806,Grassland,Water,Built-up,Water,Non_Wetland,NULL,Water,Wetland
4807,Grassland,Water,Water,NULL,Water,NULL,Water,Grassland
4808,Grassland,Water,Water,Water,Water,NULL,Water,Water
4809,Grassland,Water,Water,Water,Water,Grassland,Water,Grassland
4810,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4811,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4812,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
4813,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4814,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
4815,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4816,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4817,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4818,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4819,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4820,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4821,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4822,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4823,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4824,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4825,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4826,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4827,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4828,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4829,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4830,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4831,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4832,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4833,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
4834,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4835,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4836,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4837,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4838,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4839,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4840,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4841,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4842,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4843,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4844,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4845,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4846,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4847,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4848,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4849,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4850,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4851,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
4852,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4853,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4854,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4855,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4856,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4857,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4858,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4859,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4860,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4861,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4862,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4863,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4864,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4865,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
