Dataset,MajorityClass,Cropland,Bareland,Built-up,Forest,Water,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KNQ_M_R,Grassland,77,38,61,179,11,45,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNQ_M_R,Non_Wetland,0,0,0,2,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNQ_M_R,Bareland,2,0,17,56,33,2,134,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNQ_M_R,Built-up,45,116,0,236,100,71,322,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNQ_M_R,Water,35,294,195,508,0,221,561,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNQ_M_R,Forest,77,78,152,0,146,133,638,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNQ_M_R,Cropland,0,20,35,102,4,27,163,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNQ_M_R,Wetland,2,11,13,100,46,0,119,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNQ_M_R,Shrubland,6,6,8,14,0,0,19,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KNQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNQ_M_R,Non_Wetland,0,0,0,1,0,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNQ_M_R,Grassland,0,28,49,50,43,37,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNQ_M_R,Cropland,0,21,48,25,8,2,128,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNQ_M_R,Bareland,0,0,56,4,74,1,19,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNQ_M_R,Built-up,0,136,0,44,139,34,87,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNQ_M_R,Forest,0,161,141,0,394,122,333,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNQ_M_R,Water,0,174,222,110,0,122,186,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNQ_M_R,Shrubland,0,4,4,6,5,0,11,0,0,0,0,0
