Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Water,Wetland,Built-up,Non_Wetland,Shrubland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22LHK_M_R,Shrubland,273,65,79,178,78,34,70,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHK_M_R,Grassland,0,97,44,157,20,14,36,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHK_M_R,Bareland,220,64,0,82,15,5,55,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHK_M_R,Water,541,84,163,509,0,86,8,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHK_M_R,Forest,621,177,85,0,181,52,65,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHK_M_R,Non_Wetland,5,0,0,6,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHK_M_R,Cropland,444,0,135,272,23,12,88,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHK_M_R,Wetland,58,2,1,21,26,0,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHK_M_R,Built-up,150,46,55,112,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHK_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHK_M_R,Shrubland,0,0,0,0,0,0,0,148,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHK_M_R,Wetland,0,0,0,0,0,0,0,102,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHK_M_R,Grassland,0,0,0,0,21,9,0,90,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHK_M_R,Forest,0,0,0,0,121,95,0,506,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHK_M_R,Bareland,0,0,0,0,31,6,0,16,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHK_M_R,Water,0,0,0,0,0,257,0,151,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHK_M_R,Cropland,0,0,0,0,35,4,0,37,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHK_M_R,Built-up,0,0,0,0,9,0,0,4,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHK_M_R,Shrubland,98,0,57,43,46,50,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHK_M_R,Non_Wetland,2,0,3,1,2,10,0,0,4,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHK_M_R,Grassland,0,0,73,109,20,45,17,0,245,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHK_M_R,Cropland,440,0,146,240,24,10,9,0,443,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHK_M_R,Bareland,143,0,0,29,67,5,21,0,146,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHK_M_R,Built-up,98,0,71,20,12,0,0,0,149,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHK_M_R,Water,244,0,73,243,0,75,3,0,607,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHK_M_R,Forest,408,0,258,0,223,248,38,0,867,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHK_M_R,Wetland,21,0,3,5,24,0,0,0,56,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHK_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHK_M_R,Grassland,0,53,103,93,25,28,12,0,228,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHK_M_R,Non_Wetland,1,0,5,2,0,10,0,0,4,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHK_M_R,Wetland,24,0,26,4,18,0,0,0,37,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHK_M_R,Water,213,3,610,159,0,91,2,0,524,0,0
