Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Wetland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22LFQ_M_R,Shrubland,381,46,60,239,118,51,31,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFQ_M_R,Non_Wetland,15,2,1,6,15,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFQ_M_R,Grassland,0,155,92,361,139,63,22,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFQ_M_R,Bareland,400,49,0,128,12,49,55,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFQ_M_R,Water,1066,5,193,726,620,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFQ_M_R,Forest,1242,201,80,0,344,57,179,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFQ_M_R,Cropland,573,0,150,327,14,86,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFQ_M_R,Wetland,1209,14,54,550,0,13,229,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFQ_M_R,Built-up,178,34,49,122,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFQ_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFQ_M_R,Lichens_and_Mosses,0,0,0,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LFQ_M_R,Permanent_ice_and_snow,4,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFQ_M_R,Non_Wetland,8,0,1,5,13,0,3,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFQ_M_R,Shrubland,107,0,23,58,92,8,45,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFQ_M_R,Grassland,0,0,51,215,254,23,115,402,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFQ_M_R,Cropland,497,0,97,211,151,4,21,376,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFQ_M_R,Wetland,351,0,24,488,0,0,648,746,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFQ_M_R,Bareland,181,0,0,91,46,5,155,120,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFQ_M_R,Built-up,87,0,53,14,5,0,12,70,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFQ_M_R,Water,386,0,14,452,274,21,0,669,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFQ_M_R,Forest,726,0,107,0,492,35,417,1115,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFQ_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFQ_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFQ_M_R,Permanent_ice_and_snow,0,0,2,0,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFQ_M_R,Wetland,0,0,0,0,0,0,80,0,706,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFQ_M_R,Shrubland,0,0,0,0,0,0,0,0,347,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFQ_M_R,Grassland,0,0,0,0,187,0,37,0,598,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFQ_M_R,Forest,0,0,0,0,705,0,180,0,1249,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFQ_M_R,Bareland,0,0,0,0,288,0,33,0,66,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFQ_M_R,Water,0,0,0,0,887,0,0,0,470,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFQ_M_R,Cropland,0,0,0,0,21,0,12,0,225,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFQ_M_R,Built-up,0,0,0,0,6,0,3,0,13,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFQ_M_R,Non_Wetland,6,1,4,1,15,0,0,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFQ_M_R,Grassland,0,180,293,117,162,22,70,409,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFQ_M_R,Wetland,194,9,449,246,0,0,363,895,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFQ_M_R,Forest,560,184,739,0,442,19,260,1171,0,0,0,0
