Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Wetland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFQ_M_R,Non_Water,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFQ_M_R,Water,182,4,560,333,327,22,0,869,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFQ_M_R,Shrubland,109,23,81,23,64,9,19,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFQ_M_R,Bareland,63,49,0,11,8,3,76,50,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFQ_M_R,Built-up,88,9,145,8,7,0,3,37,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFQ_M_R,Cropland,373,0,282,42,67,16,1,168,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFQ_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFQ_M_R,Permanent_ice_and_snow,0,1,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFQ_M_R,Shrubland,0,0,0,0,0,0,86,0,0,26,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFQ_M_R,Grassland,0,0,0,0,0,0,197,0,0,50,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFQ_M_R,Wetland,0,0,0,0,0,0,707,0,0,441,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFQ_M_R,Bareland,0,0,0,0,0,0,139,0,0,86,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFQ_M_R,Forest,0,0,0,0,0,0,530,0,0,270,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFQ_M_R,Cropland,0,0,0,0,0,0,38,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFQ_M_R,Water,0,0,0,0,0,0,0,0,0,598,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFQ_M_R,Built-up,0,0,0,0,0,0,20,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFQ_M_R,Grassland,0,249,37,416,187,98,37,629,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFQ_M_R,Wetland,23,10,55,231,0,4,80,206,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFQ_M_R,Bareland,51,125,0,100,288,78,33,262,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFQ_M_R,Forest,495,288,140,0,705,95,180,835,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFQ_M_R,Built-up,29,47,5,35,6,0,3,144,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFQ_M_R,Water,101,82,147,445,887,17,0,576,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFQ_M_R,Cropland,195,0,14,310,21,99,12,468,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFQ_M_R,Shrubland,28,9,25,48,0,6,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFQ_M_R,Permanent_ice_and_snow,0,2,1,0,0,1,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFQ_M_R,Grassland,0,726,13,291,54,134,114,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFQ_M_R,Bareland,0,229,0,41,14,116,60,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFQ_M_R,Forest,0,500,20,0,295,199,558,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFQ_M_R,Shrubland,0,164,0,95,38,55,106,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFQ_M_R,Wetland,0,170,40,332,0,13,412,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFQ_M_R,Water,0,130,99,161,238,26,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFQ_M_R,Built-up,0,16,1,2,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFQ_M_R,Cropland,0,0,6,86,0,56,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFQ_M_R,Wetland,325,50,114,829,0,0,360,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFQ_M_R,Forest,188,163,131,0,96,0,133,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFQ_M_R,Shrubland,105,65,86,203,64,0,73,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFQ_M_R,Cropland,115,0,185,122,2,0,1,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFQ_M_R,Bareland,10,28,0,40,0,0,4,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFQ_M_R,Built-up,6,24,27,69,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFQ_M_R,Water,87,32,164,575,197,0,0,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFQ_M_R,Grassland,0,170,194,309,58,0,63,0,0,0,0,4
