Dataset,MajorityClass,Forest,Cropland,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20LPQ_M_R,Grassland,337,38,21,60,78,35,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPQ_M_R,Shrubland,18,0,0,1,6,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPQ_M_R,Non_Wetland,7,1,2,0,0,1,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPQ_M_R,Cropland,204,0,1,28,76,5,277,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPQ_M_R,Wetland,48,0,0,0,0,30,48,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPQ_M_R,Bareland,206,18,2,0,64,108,353,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPQ_M_R,Built-up,84,5,0,44,0,0,170,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPQ_M_R,Water,669,0,86,158,2,0,522,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPQ_M_R,Forest,0,2,59,23,43,195,429,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPQ_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPQ_M_R,Lichens_and_Mosses,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPQ_M_R,Shrubland,4,0,3,8,1,3,15,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPQ_M_R,Grassland,135,0,104,128,76,138,0,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPQ_M_R,Non_Wetland,3,0,5,2,0,0,3,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPQ_M_R,Cropland,84,0,17,76,38,23,287,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPQ_M_R,Bareland,39,0,62,0,44,67,210,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPQ_M_R,Built-up,19,0,3,55,0,2,69,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPQ_M_R,Water,207,0,239,240,40,0,521,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPQ_M_R,Forest,0,0,383,374,68,253,668,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPQ_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPQ_M_R,Wetland,8,0,0,5,0,9,38,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPQ_M_R,Lichens_and_Mosses,0,0,0,1,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPQ_M_R,Grassland,37,111,130,387,71,124,0,14,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPQ_M_R,Non_Wetland,0,0,9,3,0,1,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPQ_M_R,Bareland,0,32,3,0,13,15,43,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPQ_M_R,Built-up,0,23,8,93,0,2,84,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPQ_M_R,Forest,0,59,148,614,41,328,577,16,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPQ_M_R,Non_Water,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPQ_M_R,Water,115,17,30,612,22,0,262,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPQ_M_R,Shrubland,0,7,9,13,1,2,6,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPQ_M_R,Cropland,10,0,39,181,25,13,157,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPQ_M_R,Wetland,3,1,0,51,0,43,21,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPQ_M_R,Lichens_and_Mosses,0,0,0,1,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPQ_M_R,Grassland,0,0,28,0,0,20,0,0,291,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPQ_M_R,Wetland,0,0,0,0,0,0,0,0,44,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPQ_M_R,Forest,0,0,179,0,0,69,0,0,558,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPQ_M_R,Bareland,0,0,42,0,0,46,0,0,75,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPQ_M_R,Water,0,0,211,0,0,0,0,0,291,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPQ_M_R,Shrubland,0,0,0,0,0,0,0,0,12,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPQ_M_R,Cropland,0,0,0,0,0,0,0,0,60,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPQ_M_R,Built-up,0,0,0,0,0,1,0,0,11,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPQ_M_R,Grassland,0,0,0,0,0,122,0,0,0,82,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPQ_M_R,Bareland,0,0,0,0,0,154,0,0,0,56,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPQ_M_R,Shrubland,0,0,0,0,0,2,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPQ_M_R,Water,0,0,0,0,0,0,0,0,0,355,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPQ_M_R,Wetland,0,0,0,0,0,27,0,0,0,23,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPQ_M_R,Built-up,0,0,0,0,0,1,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPQ_M_R,Forest,0,0,0,0,0,279,0,0,0,209,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPQ_M_R,Cropland,0,0,0,0,0,3,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPQ_M_R,Grassland,163,231,28,112,172,20,0,258,0,0,38,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPQ_M_R,Built-up,16,45,0,1,0,1,24,52,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPQ_M_R,Forest,0,191,179,250,163,69,272,266,0,0,20,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPQ_M_R,Wetland,4,3,0,8,3,0,6,8,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPQ_M_R,Bareland,66,124,42,0,177,46,63,139,0,0,12,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPQ_M_R,Water,197,101,211,298,126,0,267,247,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPQ_M_R,Cropland,46,0,0,17,100,0,52,81,0,0,12,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPQ_M_R,Forest,0,256,23,3,64,494,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPQ_M_R,Grassland,111,534,7,17,64,185,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPQ_M_R,Bareland,63,157,14,0,42,128,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPQ_M_R,Built-up,8,59,0,8,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPQ_M_R,Water,72,117,1,46,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPQ_M_R,Wetland,27,4,0,3,1,56,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPQ_M_R,Cropland,8,0,0,7,10,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPQ_M_R,Cropland,46,0,3,93,0,6,43,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPQ_M_R,Forest,0,61,12,40,0,65,43,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPQ_M_R,Bareland,124,26,6,0,0,59,12,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPQ_M_R,Built-up,55,29,0,51,0,4,19,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPQ_M_R,Water,477,11,70,67,0,0,41,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPQ_M_R,Grassland,276,104,37,126,0,132,0,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPQ_M_R,Wetland,70,3,0,7,0,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPQ_M_R,Shrubland,1,0,0,0,0,0,0,0,0,0,0,0
