Dataset,MajorityClass,Cropland,Bareland,Built-up,Forest,Water,Wetland,Grassland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KMQ_M_R,Grassland,218,92,111,341,69,65,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMQ_M_R,Non_Wetland,1,0,0,3,0,2,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMQ_M_R,Bareland,74,0,68,90,43,2,217,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMQ_M_R,Built-up,204,212,0,363,102,37,476,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMQ_M_R,Water,296,446,137,1124,0,213,1243,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMQ_M_R,Forest,217,151,222,0,332,126,1167,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMQ_M_R,Cropland,0,149,154,324,100,43,630,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMQ_M_R,Wetland,72,36,13,375,197,0,407,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMQ_M_R,Non_Water,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMQ_M_R,Shrubland,24,8,8,22,4,5,33,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMQ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMQ_M_R,Permanent_ice_and_snow,1,3,1,3,0,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMQ_M_R,Non_Wetland,0,0,0,1,0,3,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMQ_M_R,Grassland,0,66,128,112,210,90,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMQ_M_R,Cropland,0,116,286,133,117,75,543,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMQ_M_R,Wetland,0,4,18,61,221,0,95,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMQ_M_R,Bareland,0,0,64,35,103,3,48,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMQ_M_R,Built-up,0,154,0,83,162,15,176,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMQ_M_R,Forest,0,111,319,0,541,420,572,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMQ_M_R,Non_Water,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMQ_M_R,Shrubland,0,6,14,9,5,5,23,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMQ_M_R,Water,0,96,322,344,0,242,478,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMQ_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMQ_M_R,Grassland,0,0,0,0,36,63,0,570,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMQ_M_R,Wetland,0,0,0,0,27,0,0,759,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMQ_M_R,Shrubland,0,0,0,0,0,0,0,18,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMQ_M_R,Cropland,0,0,0,0,9,15,0,367,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMQ_M_R,Forest,0,0,0,0,127,248,0,1299,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMQ_M_R,Built-up,0,0,0,0,23,65,0,140,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMQ_M_R,Water,0,0,0,0,0,526,0,861,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMQ_M_R,Bareland,0,0,0,0,7,36,0,54,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMQ_M_R,Forest,301,261,211,0,416,496,367,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMQ_M_R,Grassland,263,100,99,115,31,195,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMQ_M_R,Non_Wetland,1,1,0,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMQ_M_R,Non_Water,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMQ_M_R,Shrubland,14,12,9,9,3,8,10,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMQ_M_R,Built-up,119,297,0,57,65,79,137,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMQ_M_R,Bareland,29,0,26,19,13,3,23,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMQ_M_R,Water,317,285,150,278,0,275,214,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMQ_M_R,Cropland,0,87,180,121,26,76,308,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMQ_M_R,Wetland,115,23,2,72,209,0,32,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMQ_M_R,Permanent_ice_and_snow,2,1,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMQ_M_R,Grassland,0,0,0,0,172,0,0,0,165,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMQ_M_R,Shrubland,0,0,0,0,6,0,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMQ_M_R,Cropland,0,0,0,0,132,0,0,0,74,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMQ_M_R,Wetland,0,0,0,0,169,0,0,0,225,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMQ_M_R,Bareland,0,0,0,0,57,0,0,0,42,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMQ_M_R,Built-up,0,0,0,0,96,0,0,0,72,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMQ_M_R,Water,0,0,0,0,0,0,0,0,1172,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMQ_M_R,Forest,0,0,0,0,435,0,0,0,410,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMQ_M_R,Grassland,693,105,247,276,36,63,0,0,0,594,23,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMQ_M_R,Bareland,290,0,264,32,7,42,6,0,0,106,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMQ_M_R,Built-up,366,30,0,136,24,80,16,0,0,291,33,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMQ_M_R,Forest,843,230,293,0,139,281,116,0,0,730,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMQ_M_R,Cropland,0,32,201,118,9,15,18,0,0,285,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMQ_M_R,Wetland,233,51,62,130,27,0,4,0,0,138,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMQ_M_R,Water,907,480,360,487,0,608,49,0,0,619,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMQ_M_R,Permanent_ice_and_snow,6,0,3,1,0,0,0,0,0,4,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMQ_M_R,Grassland,503,5,331,168,217,220,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMQ_M_R,Built-up,119,18,0,52,67,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMQ_M_R,Wetland,146,1,73,48,93,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMQ_M_R,Bareland,82,0,178,25,107,43,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMQ_M_R,Forest,478,2,591,0,592,504,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMQ_M_R,Water,385,25,450,167,0,657,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMQ_M_R,Cropland,0,11,258,69,78,96,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMQ_M_R,Permanent_ice_and_snow,3,0,8,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMQ_M_R,Built-up,180,124,0,371,150,8,201,0,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMQ_M_R,Water,20,80,0,891,0,207,216,0,0,0,0,13
