Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22KDE_M_R,Shrubland,106,67,25,4,3,18,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KDE_M_R,Grassland,0,182,134,31,33,51,51,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KDE_M_R,Non_Wetland,12,10,6,4,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KDE_M_R,Bareland,112,42,29,9,0,40,13,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KDE_M_R,Water,735,570,92,267,114,41,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KDE_M_R,Forest,899,0,265,166,103,167,311,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KDE_M_R,Cropland,706,459,0,49,151,210,97,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KDE_M_R,Wetland,257,214,10,0,12,11,143,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KDE_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KDE_M_R,Built-up,168,161,81,0,57,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDE_M_R,Non_Wetland,4,4,0,16,2,0,5,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDE_M_R,Shrubland,45,20,0,46,18,1,10,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDE_M_R,Grassland,0,111,0,199,43,18,60,46,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDE_M_R,Cropland,642,348,0,465,263,87,74,179,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDE_M_R,Wetland,59,53,0,0,16,0,209,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDE_M_R,Bareland,55,23,0,23,0,4,21,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDE_M_R,Forest,587,0,0,884,276,40,320,305,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDE_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDE_M_R,Water,307,247,0,634,131,26,0,41,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDE_M_R,Built-up,130,75,0,67,127,0,20,7,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDE_M_R,Wetland,0,0,0,0,0,0,37,0,721,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDE_M_R,Grassland,0,0,0,27,0,0,30,0,412,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDE_M_R,Forest,0,0,0,165,0,0,127,0,1716,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDE_M_R,Water,0,0,0,312,0,0,0,0,953,0,0,0
