Dataset,MajorityClass,Grassland,Cropland,Bareland,Water,Forest,Built-up,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KLB_M_R,Shrubland,410,87,88,129,242,77,253,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLB_M_R,Non_Wetland,11,2,0,2,14,0,29,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLB_M_R,Grassland,0,165,82,117,253,49,203,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLB_M_R,Bareland,313,85,0,136,161,115,56,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLB_M_R,Water,1098,145,347,0,884,28,872,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLB_M_R,Forest,1119,308,166,523,0,110,555,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLB_M_R,Cropland,802,0,228,179,495,161,247,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLB_M_R,Wetland,322,22,6,203,272,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLB_M_R,Built-up,198,76,89,9,156,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLB_M_R,Non_Water,4,0,0,3,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLB_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLB_M_R,Non_Wetland,6,0,1,14,8,0,20,12,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLB_M_R,Shrubland,155,0,66,115,62,20,111,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLB_M_R,Grassland,0,0,48,183,164,20,149,323,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLB_M_R,Cropland,954,0,195,269,371,56,151,678,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLB_M_R,Wetland,135,0,14,599,142,0,0,418,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLB_M_R,Bareland,234,0,0,189,66,19,26,116,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLB_M_R,Built-up,180,0,118,41,54,0,5,132,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLB_M_R,Water,696,0,216,0,382,12,408,926,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLB_M_R,Forest,892,0,323,846,0,81,629,1357,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLB_M_R,Non_Water,0,0,1,5,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLB_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLB_M_R,Wetland,0,0,0,92,0,0,0,0,1079,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLB_M_R,Shrubland,0,0,0,0,0,0,0,0,514,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLB_M_R,Grassland,0,0,0,66,0,0,93,0,520,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLB_M_R,Water,0,0,0,0,0,0,461,0,942,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLB_M_R,Forest,0,0,0,277,0,0,382,0,1929,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLB_M_R,Bareland,0,0,0,110,0,0,27,0,88,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLB_M_R,Cropland,0,0,0,25,0,0,34,0,560,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLB_M_R,Built-up,0,0,0,17,0,0,1,0,40,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLB_M_R,Non_Wetland,8,0,10,2,3,0,23,14,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLB_M_R,Grassland,0,98,126,64,112,11,197,344,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLB_M_R,Wetland,72,4,310,145,64,0,0,295,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLB_M_R,Bareland,197,12,0,36,31,14,4,67,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLB_M_R,Water,396,20,1245,0,316,22,850,977,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLB_M_R,Forest,660,194,890,369,0,27,986,1287,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLB_M_R,Non_Water,0,0,2,3,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLB_M_R,Shrubland,147,28,124,43,51,10,122,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLB_M_R,Built-up,194,15,206,8,19,0,35,153,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLB_M_R,Cropland,735,0,480,75,222,46,198,565,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLB_M_R,Permanent_ice_and_snow,0,0,2,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLB_M_R,Grassland,0,0,0,365,0,0,0,0,0,151,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLB_M_R,Water,0,0,0,0,0,0,0,0,0,1226,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLB_M_R,Wetland,0,0,0,479,0,0,0,0,0,366,0,0
