Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_25LBL_M_R,Shrubland,234,44,93,11,7,27,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25LBL_M_R,Grassland,0,354,575,236,76,150,17,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25LBL_M_R,Non_Wetland,5,1,2,6,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25LBL_M_R,Bareland,675,114,178,119,0,130,42,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25LBL_M_R,Built-up,878,308,494,194,300,0,67,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25LBL_M_R,Water,1443,353,960,494,508,142,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25LBL_M_R,Forest,1502,391,0,589,102,210,112,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25LBL_M_R,Cropland,1036,0,591,160,136,238,28,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25LBL_M_R,Wetland,966,219,568,0,68,92,242,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25LBL_M_R,Non_Water,0,0,1,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25LBL_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_25LBL_M_R,Permanent_ice_and_snow,69,9,34,4,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25LBL_M_R,Non_Wetland,1,0,0,6,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25LBL_M_R,Shrubland,37,0,7,5,15,12,9,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25LBL_M_R,Grassland,0,0,233,139,195,223,137,336,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25LBL_M_R,Cropland,613,0,243,54,230,357,82,297,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25LBL_M_R,Wetland,133,0,312,0,264,100,527,79,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25LBL_M_R,Bareland,91,0,22,9,0,282,125,36,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25LBL_M_R,Built-up,249,0,77,81,257,0,139,114,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25LBL_M_R,Water,279,0,275,187,275,319,0,156,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25LBL_M_R,Forest,706,0,0,350,340,342,276,673,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25LBL_M_R,Non_Water,0,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25LBL_M_R,Permanent_ice_and_snow,9,0,2,2,5,3,1,16,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25LBL_M_R,Wetland,0,0,0,0,0,0,57,0,1145,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25LBL_M_R,Grassland,0,0,0,188,0,0,19,0,743,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25LBL_M_R,Bareland,0,0,0,154,0,0,5,0,174,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25LBL_M_R,Built-up,0,0,0,162,0,0,21,0,360,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25LBL_M_R,Forest,0,0,0,546,0,0,78,0,1237,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25LBL_M_R,Shrubland,0,0,0,0,0,0,0,0,44,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25LBL_M_R,Cropland,0,0,0,186,0,0,7,0,346,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25LBL_M_R,Water,0,0,0,988,0,0,0,0,552,0,0,0
