Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Water,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWK_M_R,Shrubland,2,3,28,2,4,13,23,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWK_M_R,Built-up,2,24,180,0,0,6,102,29,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWK_M_R,Cropland,13,0,280,42,6,28,325,115,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWK_M_R,Lichens_and_Mosses,0,2,1,1,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWK_M_R,Wetland,0,0,0,0,14,0,0,0,440,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWK_M_R,Grassland,0,0,0,0,33,123,0,0,490,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWK_M_R,Water,0,0,0,0,0,477,0,0,602,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWK_M_R,Forest,0,0,0,0,107,369,0,0,1282,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWK_M_R,Bareland,0,0,0,0,23,65,0,0,98,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWK_M_R,Shrubland,0,0,0,0,0,0,0,0,64,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWK_M_R,Cropland,0,0,0,0,1,10,0,0,134,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWK_M_R,Built-up,0,0,0,0,8,2,0,0,28,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWK_M_R,Bareland,0,0,0,0,93,0,0,0,0,60,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWK_M_R,Water,0,0,0,0,0,0,0,0,0,509,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWK_M_R,Forest,0,0,0,0,290,0,0,0,0,276,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWK_M_R,Grassland,0,0,0,0,92,0,0,0,0,111,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWK_M_R,Shrubland,0,0,0,0,3,0,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWK_M_R,Cropland,0,0,0,0,7,0,0,0,0,18,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWK_M_R,Wetland,0,0,0,0,195,0,0,0,0,243,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWK_M_R,Built-up,0,0,0,0,7,0,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWK_M_R,Grassland,240,377,208,205,33,123,0,388,0,0,98,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWK_M_R,Wetland,59,10,143,1,14,0,1,107,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWK_M_R,Bareland,47,208,0,151,23,65,38,158,0,0,31,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWK_M_R,Forest,0,351,431,201,107,369,210,550,0,0,43,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWK_M_R,Cropland,91,0,13,110,1,10,74,154,0,0,68,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWK_M_R,Built-up,23,92,10,0,8,2,21,82,0,0,15,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWK_M_R,Water,236,174,413,119,0,477,37,343,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWK_M_R,Shrubland,4,3,1,5,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWK_M_R,Shrubland,9,31,1,6,10,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWK_M_R,Grassland,243,698,12,144,206,73,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWK_M_R,Forest,0,368,3,199,570,235,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWK_M_R,Bareland,72,205,0,121,139,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWK_M_R,Water,144,156,21,20,0,156,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWK_M_R,Built-up,12,40,16,0,14,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWK_M_R,Wetland,191,92,14,7,281,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWK_M_R,Cropland,31,0,5,37,6,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWK_M_R,Forest,0,96,50,0,56,12,79,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWK_M_R,Cropland,115,0,133,0,18,4,88,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWK_M_R,Wetland,612,13,17,0,202,0,138,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWK_M_R,Bareland,159,16,0,0,75,11,29,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWK_M_R,Water,751,6,45,0,0,93,80,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWK_M_R,Shrubland,43,20,9,0,4,1,13,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWK_M_R,Built-up,103,33,88,0,31,0,34,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWK_M_R,Grassland,333,138,167,0,144,47,0,0,0,0,0,1
