Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Wetland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLJ_M_R,Wetland,0,0,0,0,0,0,99,0,0,10,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLJ_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLJ_M_R,Water,0,0,0,0,0,0,0,0,0,124,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLJ_M_R,Forest,0,0,0,0,0,0,79,0,0,12,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLJ_M_R,Bareland,0,0,0,0,0,0,24,0,0,16,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLJ_M_R,Grassland,0,152,16,83,0,42,3,231,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLJ_M_R,Bareland,0,164,0,37,9,47,51,200,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLJ_M_R,Forest,78,212,39,0,31,73,63,376,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLJ_M_R,Cropland,5,0,9,72,0,60,19,253,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLJ_M_R,Wetland,4,16,12,100,0,5,31,161,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLJ_M_R,Water,0,16,34,118,67,4,0,244,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLJ_M_R,Built-up,4,84,5,17,0,0,2,64,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLJ_M_R,Shrubland,7,22,6,23,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLJ_M_R,Permanent_ice_and_snow,0,2,0,1,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLJ_M_R,Grassland,0,103,6,122,6,40,12,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLJ_M_R,Shrubland,0,96,2,80,16,84,36,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLJ_M_R,Forest,0,110,1,0,59,76,122,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLJ_M_R,Wetland,0,7,0,42,0,0,32,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLJ_M_R,Bareland,0,64,0,78,0,77,50,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLJ_M_R,Built-up,0,6,0,6,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLJ_M_R,Water,0,3,12,27,72,14,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLJ_M_R,Cropland,0,0,1,43,0,95,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLJ_M_R,Shrubland,52,84,60,152,3,0,15,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLJ_M_R,Cropland,52,0,90,54,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLJ_M_R,Wetland,42,8,11,130,0,0,54,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLJ_M_R,Water,6,4,53,229,11,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLJ_M_R,Forest,48,35,16,0,0,0,13,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLJ_M_R,Grassland,0,69,74,92,4,0,3,0,0,0,18
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLJ_M_R,Bareland,0,22,0,30,0,0,7,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLJ_M_R,Built-up,0,25,19,58,0,0,0,0,0,0,0
