Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Wetland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23LLJ_M_R,Shrubland,211,46,62,76,10,47,13,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLJ_M_R,Grassland,0,29,33,39,0,14,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLJ_M_R,Non_Wetland,8,0,2,4,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLJ_M_R,Bareland,205,24,0,12,0,17,26,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLJ_M_R,Forest,365,36,53,0,14,27,44,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLJ_M_R,Cropland,277,0,135,67,0,67,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLJ_M_R,Wetland,115,1,9,54,0,0,53,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLJ_M_R,Built-up,104,31,29,50,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLJ_M_R,Water,157,9,110,118,22,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LLJ_M_R,Permanent_ice_and_snow,3,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLJ_M_R,Non_Wetland,1,0,0,2,16,0,2,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLJ_M_R,Shrubland,60,0,34,18,82,8,38,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLJ_M_R,Grassland,0,0,38,25,98,3,16,117,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLJ_M_R,Wetland,11,0,1,1,0,0,63,10,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLJ_M_R,Bareland,86,0,0,6,62,3,127,69,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLJ_M_R,Built-up,44,0,72,3,4,0,4,90,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLJ_M_R,Water,33,0,14,34,336,0,0,111,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLJ_M_R,Forest,192,0,93,0,422,21,140,382,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLJ_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLJ_M_R,Cropland,172,0,125,14,41,19,7,264,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLJ_M_R,Permanent_ice_and_snow,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLJ_M_R,Shrubland,0,0,0,0,0,0,0,0,139,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLJ_M_R,Wetland,0,0,0,0,0,0,31,0,412,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLJ_M_R,Grassland,0,0,0,0,0,0,3,0,131,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLJ_M_R,Water,0,0,0,0,67,0,0,0,322,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLJ_M_R,Forest,0,0,0,0,31,0,63,0,629,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLJ_M_R,Bareland,0,0,0,0,9,0,51,0,70,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLJ_M_R,Cropland,0,0,0,0,0,0,19,0,47,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLJ_M_R,Built-up,0,0,0,0,0,0,2,0,5,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,4,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLJ_M_R,Grassland,0,20,27,4,48,3,0,136,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLJ_M_R,Non_Wetland,3,0,2,2,8,0,0,7,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLJ_M_R,Wetland,12,0,2,4,0,0,15,47,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLJ_M_R,Bareland,94,44,0,1,12,0,4,68,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLJ_M_R,Water,36,6,102,46,358,0,0,209,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLJ_M_R,Forest,210,3,171,0,333,2,52,470,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLJ_M_R,Non_Water,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLJ_M_R,Shrubland,68,13,47,8,32,7,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLJ_M_R,Cropland,168,0,97,3,9,2,0,184,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLJ_M_R,Built-up,60,24,30,1,1,0,0,104,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLJ_M_R,Permanent_ice_and_snow,1,0,2,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLJ_M_R,Grassland,0,0,0,0,0,0,9,0,0,5,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLJ_M_R,Shrubland,0,0,0,0,0,0,25,0,0,9,0
