Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20NMP_M_R,Shrubland,3,1,3,3,3,2,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NMP_M_R,Grassland,0,6,13,7,6,5,35,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NMP_M_R,Cropland,53,0,11,15,9,1,34,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NMP_M_R,Wetland,109,5,0,23,11,34,86,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NMP_M_R,Bareland,63,0,10,0,19,27,46,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NMP_M_R,Built-up,26,3,7,18,0,5,24,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NMP_M_R,Water,140,2,84,73,38,0,143,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NMP_M_R,Forest,82,3,46,27,19,25,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NMP_M_R,Permanent_ice_and_snow,3,0,1,2,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMP_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMP_M_R,Grassland,0,0,10,0,0,2,0,44,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMP_M_R,Cropland,0,0,2,0,0,0,0,15,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMP_M_R,Bareland,0,0,26,0,0,10,0,19,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMP_M_R,Built-up,0,0,2,0,0,0,0,8,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMP_M_R,Forest,0,0,40,0,0,13,0,93,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMP_M_R,Wetland,0,0,0,0,0,12,0,124,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMP_M_R,Water,0,0,60,0,0,0,0,78,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMP_M_R,Shrubland,0,0,0,0,0,5,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMP_M_R,Grassland,0,0,0,0,0,41,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMP_M_R,Cropland,0,0,0,0,0,27,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMP_M_R,Wetland,0,0,0,0,0,138,0,0,39,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMP_M_R,Bareland,0,0,0,0,0,80,0,0,19,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMP_M_R,Built-up,0,0,0,0,0,30,0,0,8,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMP_M_R,Water,0,0,0,0,0,0,0,0,142,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMP_M_R,Forest,0,0,0,0,0,90,0,0,30,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMP_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMP_M_R,Water,68,37,60,19,52,0,54,0,0,119,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMP_M_R,Cropland,19,0,2,8,11,0,15,0,0,46,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMP_M_R,Wetland,25,11,0,2,7,12,24,0,0,53,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMP_M_R,Bareland,29,19,26,0,38,10,14,0,0,74,0
