Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20LRJ_M_R,Shrubland,117,82,23,17,12,20,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRJ_M_R,Non_Wetland,11,11,0,3,1,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRJ_M_R,Grassland,0,401,119,208,118,94,93,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRJ_M_R,Bareland,268,271,24,14,0,48,90,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRJ_M_R,Forest,668,0,87,188,81,98,118,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRJ_M_R,Cropland,504,373,0,44,121,135,37,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRJ_M_R,Wetland,578,490,11,0,16,16,194,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRJ_M_R,Water,557,588,13,325,150,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRJ_M_R,Non_Water,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRJ_M_R,Built-up,171,118,36,0,40,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRJ_M_R,Lichens_and_Mosses,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LRJ_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRJ_M_R,Non_Wetland,7,1,0,16,5,0,1,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRJ_M_R,Shrubland,58,16,0,44,43,1,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRJ_M_R,Grassland,0,108,0,470,210,20,36,110,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRJ_M_R,Cropland,636,160,0,249,198,58,7,171,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRJ_M_R,Wetland,687,19,0,0,87,0,171,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRJ_M_R,Bareland,193,17,0,65,0,12,29,18,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRJ_M_R,Water,907,40,0,485,363,37,0,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRJ_M_R,Forest,1101,0,0,848,644,38,190,313,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRJ_M_R,Non_Water,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRJ_M_R,Built-up,142,13,0,64,106,0,0,15,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRJ_M_R,Lichens_and_Mosses,2,0,0,0,1,0,0,0,0,0,0,0
