Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_19NEE_M_R,Shrubland,3,3,3,1,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NEE_M_R,Grassland,0,17,4,2,6,18,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NEE_M_R,Cropland,16,5,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NEE_M_R,Wetland,69,0,9,1,33,33,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NEE_M_R,Bareland,23,1,0,1,10,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NEE_M_R,Built-up,9,0,4,0,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NEE_M_R,Water,97,39,32,0,0,63,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NEE_M_R,Forest,72,29,9,3,25,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NEE_M_R,Permanent_ice_and_snow,10,0,5,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEE_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEE_M_R,Grassland,0,11,0,0,5,0,34,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEE_M_R,Cropland,0,0,0,0,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEE_M_R,Forest,0,27,0,0,16,0,57,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEE_M_R,Wetland,0,0,0,0,3,0,37,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEE_M_R,Bareland,0,20,0,0,6,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEE_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEE_M_R,Water,0,55,0,0,0,0,15,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEE_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEE_M_R,Shrubland,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEE_M_R,Grassland,0,0,0,0,37,0,0,13,0,0,0
