,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZE_M_R,11422
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZE_M_R,11333
AMAZON_EXTENSION_2024_WorldCover_2021_21LZE_M_R,11211
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZE_M_R,10836
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZE_M_R,10172
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZE_M_R,8980
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZE_M_R,3506
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZE_M_R,1703
