Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Forest,Water,Cropland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_18MVS_M_R,Shrubland,3,3,1,1,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MVS_M_R,Grassland,0,7,4,1,16,3,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MVS_M_R,Cropland,82,2,24,1,35,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MVS_M_R,Wetland,97,0,16,0,63,55,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MVS_M_R,Bareland,54,2,0,0,43,40,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MVS_M_R,Built-up,17,0,14,0,18,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MVS_M_R,Water,162,37,52,2,111,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MVS_M_R,Forest,117,24,53,7,0,52,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MVS_M_R,Permanent_ice_and_snow,1,0,1,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVS_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVS_M_R,Grassland,0,10,0,0,0,2,0,24,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVS_M_R,Forest,0,42,0,0,0,16,0,73,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVS_M_R,Wetland,0,0,0,0,0,8,0,25,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVS_M_R,Water,0,62,0,0,0,0,0,45,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVS_M_R,Bareland,0,21,0,0,0,7,0,2,0,0,0,0
