Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Forest,Water,Cropland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVS_M_R,Built-up,0,1,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVS_M_R,Cropland,0,7,0,0,0,2,0,18,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVS_M_R,Shrubland,0,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVS_M_R,Grassland,0,0,0,0,0,43,0,0,7,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVS_M_R,Cropland,0,0,0,0,0,42,0,0,6,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVS_M_R,Wetland,0,0,0,0,0,102,0,0,50,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVS_M_R,Bareland,0,0,0,0,0,72,0,0,37,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVS_M_R,Water,0,0,0,0,0,0,0,0,138,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVS_M_R,Forest,0,0,0,0,0,121,0,0,51,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVS_M_R,Built-up,0,0,0,0,0,13,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVS_M_R,Water,40,62,47,25,76,0,42,0,0,60,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVS_M_R,Cropland,19,7,15,11,25,2,0,0,0,27,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVS_M_R,Wetland,1,0,1,0,17,8,2,0,0,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVS_M_R,Bareland,28,21,0,19,30,7,36,0,0,28,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVS_M_R,Built-up,7,1,5,0,7,1,14,0,0,8,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVS_M_R,Forest,41,42,38,21,0,16,55,0,0,56,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVS_M_R,Grassland,0,10,7,2,20,2,9,0,0,17,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVS_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,1,0,0,1,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVS_M_R,Grassland,0,17,2,9,24,11,12,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVS_M_R,Wetland,0,0,18,20,43,40,12,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVS_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVS_M_R,Forest,0,49,19,32,0,54,25,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVS_M_R,Water,0,62,55,34,71,0,19,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVS_M_R,Bareland,0,0,0,9,26,36,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVS_M_R,Cropland,0,16,4,8,15,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVS_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVS_M_R,Water,33,22,66,0,98,0,59,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVS_M_R,Wetland,33,0,22,0,51,39,39,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVS_M_R,Bareland,1,0,0,0,17,2,8,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVS_M_R,Forest,20,6,28,0,0,22,25,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVS_M_R,Cropland,1,0,0,0,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVS_M_R,Grassland,0,0,6,0,13,1,9,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVS_M_R,Built-up,0,0,0,0,3,4,2,0,0,0,0,0
