Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHB_M_R,Built-up,23,0,95,134,180,0,104,44,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHB_M_R,Forest,285,0,0,1019,321,212,481,334,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHB_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHB_M_R,Water,43,0,247,570,206,135,0,26,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHB_M_R,Wetland,4,0,33,0,29,5,247,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHB_M_R,Shrubland,0,0,0,0,0,0,0,0,115,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHB_M_R,Grassland,0,0,0,14,0,0,7,0,359,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHB_M_R,Cropland,0,0,0,64,0,0,48,0,1066,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHB_M_R,Wetland,0,0,0,0,0,0,8,0,916,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHB_M_R,Forest,0,0,0,296,0,0,128,0,1834,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHB_M_R,Water,0,0,0,397,0,0,0,0,882,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHB_M_R,Bareland,0,0,0,14,0,0,28,0,93,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHB_M_R,Built-up,0,0,0,16,0,0,20,0,273,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHB_M_R,Grassland,0,56,75,149,48,22,16,81,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHB_M_R,Non_Wetland,3,3,4,18,3,1,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHB_M_R,Forest,246,202,0,840,626,121,263,350,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHB_M_R,Wetland,5,13,105,0,91,4,119,14,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHB_M_R,Non_Water,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHB_M_R,Water,11,63,398,534,574,92,0,25,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHB_M_R,Shrubland,24,16,18,44,48,4,12,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHB_M_R,Bareland,1,19,23,17,0,21,11,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHB_M_R,Cropland,312,0,271,405,462,253,108,205,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHB_M_R,Built-up,45,53,96,132,337,0,21,54,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHB_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHB_M_R,Wetland,0,0,0,0,0,0,168,0,0,270,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHB_M_R,Shrubland,0,0,0,0,0,0,7,0,0,8,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHB_M_R,Water,0,0,0,0,0,0,0,0,0,817,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHB_M_R,Grassland,0,0,0,0,0,0,37,0,0,25,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHB_M_R,Forest,0,0,0,0,0,0,300,0,0,401,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHB_M_R,Built-up,0,0,0,0,0,0,57,0,0,41,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHB_M_R,Cropland,0,0,0,0,0,0,131,0,0,140,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHB_M_R,Bareland,0,0,0,0,0,0,56,0,0,41,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHB_M_R,Grassland,0,373,156,14,25,62,7,352,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHB_M_R,Wetland,2,166,129,0,38,27,8,327,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHB_M_R,Bareland,0,245,41,14,0,278,28,231,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHB_M_R,Built-up,3,337,117,16,38,0,20,293,0,0,12,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHB_M_R,Water,27,640,385,397,339,277,0,609,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHB_M_R,Forest,104,944,0,296,249,299,128,1099,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHB_M_R,Cropland,19,0,294,64,96,320,48,708,0,0,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHB_M_R,Shrubland,0,9,5,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHB_M_R,Permanent_ice_and_snow,0,0,0,0,0,2,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHB_M_R,Grassland,0,554,97,16,0,99,19,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHB_M_R,Wetland,0,619,72,0,0,81,150,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHB_M_R,Water,0,1131,129,89,23,295,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHB_M_R,Forest,0,1372,0,129,0,632,533,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHB_M_R,Shrubland,0,105,24,0,0,38,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHB_M_R,Bareland,0,351,9,6,0,220,65,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHB_M_R,Built-up,0,205,23,12,7,0,23,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHB_M_R,Cropland,0,0,107,6,0,277,54,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHB_M_R,Wetland,129,39,485,0,14,0,186,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHB_M_R,Forest,156,149,0,27,36,0,164,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHB_M_R,Shrubland,23,27,101,1,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHB_M_R,Cropland,277,0,449,52,196,0,165,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHB_M_R,Water,46,59,671,138,162,0,0,0,0,0,0,22
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHB_M_R,Built-up,61,218,269,4,144,0,95,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHB_M_R,Bareland,1,30,96,19,0,0,47,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHB_M_R,Grassland,0,46,106,3,15,0,13,0,0,0,0,0
