Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AFRICA_2024_WorldCover_2021_37PEL_M_R,Shrubland,2,1,1,1,1,2,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEL_M_R,Grassland,0,24,14,14,17,16,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEL_M_R,Cropland,89,0,57,58,30,51,19,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEL_M_R,Wetland,20,13,0,7,1,18,5,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEL_M_R,Lichens_and_Mosses,1,1,0,1,0,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEL_M_R,Bareland,47,35,6,0,18,23,17,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEL_M_R,Built-up,11,13,7,15,0,10,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEL_M_R,Water,98,69,58,71,2,39,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEL_M_R,Forest,75,41,47,44,25,0,4,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEL_M_R,Permanent_ice_and_snow,2,1,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEL_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEL_M_R,Grassland,0,0,2,0,0,0,1,18,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEL_M_R,Cropland,0,0,23,0,0,0,7,75,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEL_M_R,Bareland,0,0,6,0,0,0,2,9,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEL_M_R,Forest,0,0,15,0,0,0,6,60,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEL_M_R,Wetland,0,0,0,0,0,0,1,76,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEL_M_R,Built-up,0,0,1,0,0,0,0,7,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEL_M_R,Water,0,0,33,0,0,0,0,54,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEL_M_R,Grassland,0,0,0,0,0,0,15,0,7,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEL_M_R,Cropland,0,0,0,0,0,0,82,0,27,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEL_M_R,Wetland,0,0,0,0,0,0,20,0,4,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEL_M_R,Bareland,0,0,0,0,0,0,41,0,14,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEL_M_R,Forest,0,0,0,0,0,0,39,0,5,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEL_M_R,Built-up,0,0,0,0,0,0,3,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEL_M_R,Water,0,0,0,0,0,0,0,0,64,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37PEL_M_R,Cropland,67,0,23,73,51,51,7,0,0,65,29,0
AFRICA_2024_GLC_FCS30D_2022_37PEL_M_R,Water,76,57,33,89,45,45,0,0,0,51,10,0
AFRICA_2024_GLC_FCS30D_2022_37PEL_M_R,Wetland,8,13,0,16,5,11,1,0,0,16,0,0
AFRICA_2024_GLC_FCS30D_2022_37PEL_M_R,Bareland,39,33,6,0,28,26,2,0,0,28,15,0
AFRICA_2024_GLC_FCS30D_2022_37PEL_M_R,Built-up,14,10,1,9,0,8,0,0,0,11,9,0
AFRICA_2024_GLC_FCS30D_2022_37PEL_M_R,Forest,44,47,15,61,40,0,6,0,0,57,25,0
AFRICA_2024_GLC_FCS30D_2022_37PEL_M_R,Grassland,0,18,2,16,12,19,1,0,0,24,7,0
AFRICA_2024_GLC_FCS30D_2022_37PEL_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,2,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEL_M_R,Grassland,0,53,0,2,27,28,16,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEL_M_R,Wetland,0,43,0,0,8,12,18,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEL_M_R,Bareland,0,55,0,0,34,13,52,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEL_M_R,Water,0,100,4,15,20,24,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEL_M_R,Built-up,0,4,0,1,0,1,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEL_M_R,Forest,0,69,12,0,46,0,35,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEL_M_R,Cropland,0,0,6,12,45,51,53,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEL_M_R,Permanent_ice_and_snow,0,1,0,0,2,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEL_M_R,Cropland,33,0,12,21,0,31,32,0,0,0,0,1
AFRICA_2024_DynamicWorld_2024_37PEL_M_R,Wetland,3,18,0,9,0,26,20,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEL_M_R,Bareland,4,12,3,0,0,7,16,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEL_M_R,Built-up,10,12,0,10,0,12,6,0,0,0,0,3
AFRICA_2024_DynamicWorld_2024_37PEL_M_R,Forest,12,19,1,9,0,0,13,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEL_M_R,Water,1,27,3,21,0,24,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEL_M_R,Grassland,0,11,4,9,0,9,7,0,0,0,0,0
