Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_36QWD_M_R,Shrubland,1,2,2,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36QWD_M_R,Grassland,0,3,3,1,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36QWD_M_R,Cropland,26,0,29,7,20,9,2,0,0,0,0
AFRICA_2024_WorldCover_2021_36QWD_M_R,Wetland,2,8,6,0,8,6,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36QWD_M_R,Lichens_and_Mosses,1,1,2,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36QWD_M_R,Bareland,21,21,0,4,5,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36QWD_M_R,Built-up,10,13,13,0,11,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36QWD_M_R,Water,9,26,21,0,17,0,4,0,0,0,0
AFRICA_2024_WorldCover_2021_36QWD_M_R,Forest,5,6,3,0,0,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36QWD_M_R,Shrubland,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36QWD_M_R,Grassland,0,0,0,0,0,6,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36QWD_M_R,Cropland,0,0,0,0,0,26,0,5,0,0,0
AFRICA_2024_GSW_Yearly_2021_36QWD_M_R,Wetland,0,0,0,0,0,10,0,6,0,0,0
AFRICA_2024_GSW_Yearly_2021_36QWD_M_R,Lichens_and_Mosses,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36QWD_M_R,Bareland,0,0,0,0,0,22,0,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_36QWD_M_R,Built-up,0,0,0,0,0,11,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36QWD_M_R,Water,0,0,0,0,0,0,0,19,0,0,0
AFRICA_2024_GSW_Yearly_2021_36QWD_M_R,Forest,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36QWD_M_R,Water,16,20,15,16,1,0,7,0,13,1,0
AFRICA_2024_GLC_FCS30D_2022_36QWD_M_R,Cropland,24,0,20,23,8,2,3,0,17,9,0
AFRICA_2024_GLC_FCS30D_2022_36QWD_M_R,Wetland,1,0,1,1,0,0,0,0,1,0,0
AFRICA_2024_GLC_FCS30D_2022_36QWD_M_R,Bareland,23,10,0,14,0,0,2,0,17,9,0
AFRICA_2024_GLC_FCS30D_2022_36QWD_M_R,Built-up,10,12,6,0,0,0,0,0,6,6,0
AFRICA_2024_GLC_FCS30D_2022_36QWD_M_R,Forest,8,10,0,6,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36QWD_M_R,Water,0,16,9,5,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36QWD_M_R,Grassland,0,5,3,3,1,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36QWD_M_R,Wetland,0,7,6,0,0,8,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36QWD_M_R,Bareland,0,11,0,3,0,2,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36QWD_M_R,Built-up,0,1,1,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36QWD_M_R,Forest,0,2,0,0,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36QWD_M_R,Cropland,0,0,11,3,2,2,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36QWD_M_R,Cropland,0,0,0,0,0,2,3,0,0,0,2
AFRICA_2024_GWL_FCS30D_2022_36QWD_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,4
AFRICA_2024_GWL_FCS30D_2022_36QWD_M_R,Bareland,0,0,0,0,0,0,2,0,0,0,2
AFRICA_2024_GWL_FCS30D_2022_36QWD_M_R,Water,0,0,0,0,0,0,7,0,0,0,3
AFRICA_2024_DynamicWorld_2024_36QWD_M_R,Grassland,0,2,3,0,1,2,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36QWD_M_R,Bareland,0,7,0,0,0,6,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36QWD_M_R,Cropland,0,0,3,0,1,7,0,0,0,0,0
