Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AFRICA_2024_WorldCover_2021_37NEH_M_R,Shrubland,3,3,1,1,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEH_M_R,Grassland,0,28,28,17,13,12,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEH_M_R,Cropland,80,0,32,43,28,31,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEH_M_R,Wetland,12,17,0,3,0,5,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEH_M_R,Lichens_and_Mosses,1,1,0,0,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEH_M_R,Bareland,44,34,5,0,10,7,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEH_M_R,Built-up,10,10,6,8,0,8,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEH_M_R,Water,71,66,46,44,1,13,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEH_M_R,Forest,47,35,30,29,22,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEH_M_R,Permanent_ice_and_snow,1,3,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NEH_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NEH_M_R,Cropland,0,0,21,0,0,0,1,44,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NEH_M_R,Bareland,0,0,5,0,0,0,1,5,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NEH_M_R,Built-up,0,0,0,0,0,0,0,6,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NEH_M_R,Forest,0,0,4,0,0,0,5,31,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NEH_M_R,Wetland,0,0,0,0,0,0,0,14,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NEH_M_R,Water,0,0,29,0,0,0,0,41,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NEH_M_R,Grassland,0,0,7,0,0,0,2,31,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NEH_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NEH_M_R,Grassland,0,0,0,0,0,0,35,0,10,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NEH_M_R,Cropland,0,0,0,0,0,0,68,0,19,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NEH_M_R,Wetland,0,0,0,0,0,0,15,0,8,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NEH_M_R,Forest,0,0,0,0,0,0,8,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NEH_M_R,Bareland,0,0,0,0,0,0,24,0,10,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NEH_M_R,Water,0,0,0,0,0,0,0,0,34,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37NEH_M_R,Water,28,35,29,39,11,32,0,0,0,42,2,0
AFRICA_2024_GLC_FCS30D_2022_37NEH_M_R,Cropland,45,0,21,41,26,42,1,0,0,64,18,0
AFRICA_2024_GLC_FCS30D_2022_37NEH_M_R,Wetland,0,2,0,2,0,4,0,0,0,4,0,0
AFRICA_2024_GLC_FCS30D_2022_37NEH_M_R,Bareland,30,22,5,0,9,18,1,0,0,30,0,0
AFRICA_2024_GLC_FCS30D_2022_37NEH_M_R,Built-up,7,9,0,6,0,8,0,0,0,10,2,0
AFRICA_2024_GLC_FCS30D_2022_37NEH_M_R,Forest,22,29,4,23,24,0,5,0,0,39,17,0
AFRICA_2024_GLC_FCS30D_2022_37NEH_M_R,Grassland,0,26,7,13,10,24,2,0,0,35,0,0
AFRICA_2024_GLC_FCS30D_2022_37NEH_M_R,Permanent_ice_and_snow,0,0,0,0,0,2,0,0,0,1,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEH_M_R,Grassland,0,56,0,1,25,33,18,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEH_M_R,Wetland,0,19,0,0,3,0,11,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEH_M_R,Bareland,0,34,0,0,17,13,19,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEH_M_R,Built-up,0,4,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEH_M_R,Forest,0,37,1,0,32,0,21,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEH_M_R,Cropland,0,0,0,4,43,36,31,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEH_M_R,Water,0,37,9,2,2,2,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEH_M_R,Cropland,30,0,12,25,0,15,23,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEH_M_R,Wetland,12,7,0,7,0,4,17,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEH_M_R,Bareland,4,7,0,0,0,1,6,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEH_M_R,Built-up,7,12,0,8,0,5,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEH_M_R,Water,8,4,2,10,0,5,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEH_M_R,Forest,15,15,0,10,0,0,5,0,0,0,0,2
AFRICA_2024_DynamicWorld_2024_37NEH_M_R,Grassland,0,5,3,10,0,3,4,0,0,0,0,0
