Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_35PMK_M_R,Shrubland,3,3,3,3,1,2,3,0,0,0,0
AFRICA_2024_WorldCover_2021_35PMK_M_R,Grassland,0,3,4,3,1,0,2,0,0,0,0
AFRICA_2024_WorldCover_2021_35PMK_M_R,Cropland,17,0,9,7,2,0,5,0,0,0,0
AFRICA_2024_WorldCover_2021_35PMK_M_R,Wetland,26,6,0,3,0,6,15,0,0,0,0
AFRICA_2024_WorldCover_2021_35PMK_M_R,Lichens_and_Mosses,2,0,2,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PMK_M_R,Bareland,5,1,10,0,0,0,2,0,0,0,0
AFRICA_2024_WorldCover_2021_35PMK_M_R,Built-up,7,2,1,6,0,0,5,0,0,0,0
AFRICA_2024_WorldCover_2021_35PMK_M_R,Water,30,8,27,21,0,0,26,0,0,0,0
AFRICA_2024_WorldCover_2021_35PMK_M_R,Forest,21,4,8,4,3,1,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PMK_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PMK_M_R,Grassland,0,0,1,0,0,0,0,4,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PMK_M_R,Cropland,0,0,0,0,0,0,0,9,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PMK_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PMK_M_R,Bareland,0,0,0,0,0,0,0,10,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PMK_M_R,Built-up,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PMK_M_R,Forest,0,0,4,0,0,2,0,10,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PMK_M_R,Wetland,0,0,0,0,0,2,0,40,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PMK_M_R,Water,0,0,7,0,0,0,0,20,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PMK_M_R,Shrubland,0,0,0,0,0,5,0,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_35PMK_M_R,Grassland,0,0,0,0,0,7,0,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_35PMK_M_R,Cropland,0,0,0,0,0,12,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PMK_M_R,Wetland,0,0,0,0,0,21,0,0,6,0,0
AFRICA_2024_GSW_Yearly_2021_35PMK_M_R,Lichens_and_Mosses,0,0,0,0,0,3,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PMK_M_R,Bareland,0,0,0,0,0,14,0,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_35PMK_M_R,Built-up,0,0,0,0,0,5,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PMK_M_R,Water,0,0,0,0,0,0,0,0,25,0,0
AFRICA_2024_GSW_Yearly_2021_35PMK_M_R,Forest,0,0,0,0,0,15,0,0,3,0,0
AFRICA_2024_GLC_FCS30D_2022_35PMK_M_R,Water,10,12,7,14,11,0,13,0,0,25,3
AFRICA_2024_GLC_FCS30D_2022_35PMK_M_R,Cropland,5,0,0,1,2,0,6,0,0,15,0
AFRICA_2024_GLC_FCS30D_2022_35PMK_M_R,Wetland,0,1,0,5,1,2,9,0,0,16,0
AFRICA_2024_GLC_FCS30D_2022_35PMK_M_R,Bareland,2,0,0,0,0,0,1,0,0,6,1
AFRICA_2024_GLC_FCS30D_2022_35PMK_M_R,Built-up,2,2,0,0,0,0,3,0,0,6,0
AFRICA_2024_GLC_FCS30D_2022_35PMK_M_R,Forest,4,1,4,1,5,2,0,0,0,24,0
AFRICA_2024_GLC_FCS30D_2022_35PMK_M_R,Grassland,0,0,1,0,0,0,3,0,0,3,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PMK_M_R,Grassland,0,1,0,1,1,2,4,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PMK_M_R,Wetland,0,8,0,0,0,11,7,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PMK_M_R,Built-up,0,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PMK_M_R,Water,0,2,7,1,0,0,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PMK_M_R,Forest,0,1,2,0,1,2,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PMK_M_R,Bareland,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PMK_M_R,Cropland,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PMK_M_R,Wetland,1,0,0,0,0,1,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PMK_M_R,Forest,0,3,0,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PMK_M_R,Grassland,0,0,0,0,0,0,1,0,0,0,0
