Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Non_Wetland,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_38PLB_M_R,Shrubland,3,3,1,1,1,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PLB_M_R,Grassland,0,3,2,1,1,3,1,0,0,0,0
AFRICA_2024_WorldCover_2021_38PLB_M_R,Cropland,28,0,31,18,2,23,7,0,0,0,0
AFRICA_2024_WorldCover_2021_38PLB_M_R,Wetland,2,2,2,0,1,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PLB_M_R,Lichens_and_Mosses,1,3,1,1,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PLB_M_R,Bareland,26,30,0,21,8,12,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PLB_M_R,Built-up,10,10,10,0,2,9,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PLB_M_R,Water,8,10,8,0,0,7,8,0,0,0,0
AFRICA_2024_WorldCover_2021_38PLB_M_R,Forest,19,17,5,1,4,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PLB_M_R,Shrubland,0,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PLB_M_R,Grassland,0,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PLB_M_R,Cropland,0,0,0,0,16,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PLB_M_R,Wetland,0,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PLB_M_R,Lichens_and_Mosses,0,0,0,0,1,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PLB_M_R,Bareland,0,0,0,0,12,0,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PLB_M_R,Built-up,0,0,0,0,7,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PLB_M_R,Forest,0,0,0,0,7,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38PLB_M_R,Grassland,0,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_38PLB_M_R,Cropland,0,0,0,0,1,0,3,0,7,0,0
AFRICA_2024_GWL_FCS30D_2022_38PLB_M_R,Wetland,0,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_38PLB_M_R,Bareland,0,0,0,0,1,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38PLB_M_R,Water,0,0,0,0,0,0,1,0,8,0,0
AFRICA_2024_GWL_FCS30D_2022_38PLB_M_R,Forest,0,0,0,0,1,0,1,0,1,0,0
AFRICA_2024_GLC_FCS30D_2022_38PLB_M_R,Water,8,7,14,4,0,1,1,0,0,5,4
AFRICA_2024_GLC_FCS30D_2022_38PLB_M_R,Cropland,32,0,24,20,1,13,3,0,0,21,16
AFRICA_2024_GLC_FCS30D_2022_38PLB_M_R,Wetland,0,0,0,0,0,0,0,0,0,1,0
AFRICA_2024_GLC_FCS30D_2022_38PLB_M_R,Bareland,26,23,0,16,1,1,0,0,0,20,18
AFRICA_2024_GLC_FCS30D_2022_38PLB_M_R,Built-up,8,7,9,0,0,4,0,0,0,7,6
AFRICA_2024_GLC_FCS30D_2022_38PLB_M_R,Forest,10,15,15,7,1,0,1,0,0,9,4
AFRICA_2024_ESRI_Annual_LULC_2024_38PLB_M_R,Grassland,0,2,2,3,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PLB_M_R,Wetland,0,2,0,0,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PLB_M_R,Bareland,0,38,0,20,3,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PLB_M_R,Built-up,0,2,2,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PLB_M_R,Water,0,3,0,2,0,4,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PLB_M_R,Forest,0,10,0,3,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PLB_M_R,Cropland,0,0,19,20,1,5,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PLB_M_R,Grassland,0,3,3,0,1,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PLB_M_R,Bareland,0,9,0,0,2,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PLB_M_R,Built-up,0,6,8,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PLB_M_R,Forest,0,6,0,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PLB_M_R,Cropland,0,0,16,0,5,6,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PLB_M_R,Water,0,0,1,0,0,0,0,0,0,0,0
