Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_35PRR_M_R,Shrubland,2,1,1,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRR_M_R,Grassland,0,2,1,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRR_M_R,Cropland,30,0,16,3,18,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRR_M_R,Lichens_and_Mosses,1,1,1,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRR_M_R,Bareland,30,9,0,4,2,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRR_M_R,Built-up,8,6,6,0,6,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRR_M_R,Water,29,0,24,0,0,0,3,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRR_M_R,Forest,18,4,1,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRR_M_R,Wetland,7,0,1,0,4,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PRR_M_R,Grassland,0,0,0,0,0,4,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PRR_M_R,Forest,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PRR_M_R,Cropland,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PRR_M_R,Bareland,0,0,0,0,0,3,0,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PRR_M_R,Water,0,0,0,0,0,0,0,16,0,0,0
AFRICA_2024_GLC_FCS30D_2022_35PRR_M_R,Cropland,26,0,6,12,4,0,1,0,21,3,0
AFRICA_2024_GLC_FCS30D_2022_35PRR_M_R,Wetland,7,1,1,2,4,0,0,0,3,0,0
AFRICA_2024_GLC_FCS30D_2022_35PRR_M_R,Bareland,20,8,0,13,5,0,0,0,14,5,0
AFRICA_2024_GLC_FCS30D_2022_35PRR_M_R,Built-up,7,5,3,0,0,0,0,0,5,1,0
AFRICA_2024_GLC_FCS30D_2022_35PRR_M_R,Forest,12,7,1,7,0,0,2,0,11,1,0
AFRICA_2024_GLC_FCS30D_2022_35PRR_M_R,Grassland,0,0,0,2,0,0,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_35PRR_M_R,Water,20,5,7,10,1,0,1,0,10,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRR_M_R,Grassland,0,3,3,3,3,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRR_M_R,Cropland,0,0,2,16,6,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRR_M_R,Bareland,0,15,0,14,1,4,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRR_M_R,Forest,0,8,0,3,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRR_M_R,Water,0,6,2,1,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PRR_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,19
AFRICA_2024_GWL_FCS30D_2022_35PRR_M_R,Cropland,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PRR_M_R,Grassland,0,0,0,0,0,0,0,0,0,0,1
AFRICA_2024_GWL_FCS30D_2022_35PRR_M_R,Bareland,0,0,0,0,0,0,0,0,0,0,1
AFRICA_2024_GWL_FCS30D_2022_35PRR_M_R,Forest,0,0,0,0,0,0,2,0,0,0,1
AFRICA_2024_GWL_FCS30D_2022_35PRR_M_R,Water,0,0,0,0,0,0,1,0,0,0,2
AFRICA_2024_DynamicWorld_2024_35PRR_M_R,Grassland,0,6,7,0,1,4,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRR_M_R,Bareland,0,1,0,0,0,11,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRR_M_R,Forest,0,5,0,0,0,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRR_M_R,Built-up,0,4,4,0,1,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRR_M_R,Water,0,0,2,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRR_M_R,Cropland,0,0,6,0,1,0,0,0,0,0,0
