Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AFRICA_2024_WorldCover_2021_37PDK_M_R,Shrubland,3,3,3,1,1,2,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDK_M_R,Grassland,0,51,65,14,15,17,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDK_M_R,Cropland,90,0,88,72,37,51,28,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDK_M_R,Wetland,67,89,0,29,5,38,21,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDK_M_R,Lichens_and_Mosses,1,1,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDK_M_R,Bareland,51,41,31,0,31,18,8,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDK_M_R,Built-up,18,23,10,17,0,21,6,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDK_M_R,Water,87,99,121,72,21,48,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDK_M_R,Forest,57,64,77,32,24,0,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDK_M_R,Permanent_ice_and_snow,2,0,0,0,1,1,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PDK_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PDK_M_R,Grassland,0,0,8,0,0,0,0,92,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PDK_M_R,Cropland,0,0,43,0,0,0,18,158,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PDK_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PDK_M_R,Bareland,0,0,8,0,0,0,2,44,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PDK_M_R,Forest,0,0,16,0,0,0,5,106,0,0,0,0
