Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AFRICA_2024_WorldCover_2021_36PWU_M_R,Shrubland,3,3,1,1,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWU_M_R,Grassland,0,11,4,7,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWU_M_R,Cropland,62,0,22,33,11,21,15,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWU_M_R,Bareland,28,24,10,0,4,0,11,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWU_M_R,Built-up,11,7,0,6,0,4,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWU_M_R,Forest,27,15,1,1,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWU_M_R,Water,27,37,27,43,0,10,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWU_M_R,Wetland,6,3,0,6,0,0,5,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWU_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWU_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWU_M_R,Grassland,0,0,0,0,0,0,0,5,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWU_M_R,Cropland,0,0,4,0,0,0,3,26,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWU_M_R,Bareland,0,0,1,0,0,0,2,10,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWU_M_R,Water,0,0,22,0,0,0,0,23,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWU_M_R,Wetland,0,0,0,0,0,0,0,13,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWU_M_R,Forest,0,0,2,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWU_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWU_M_R,Grassland,0,0,0,0,0,0,16,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWU_M_R,Cropland,0,0,0,0,0,0,62,0,8,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWU_M_R,Bareland,0,0,0,0,0,0,30,0,4,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWU_M_R,Wetland,0,0,0,0,0,0,13,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWU_M_R,Water,0,0,0,0,0,0,0,0,18,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWU_M_R,Forest,0,0,0,0,0,0,3,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36PWU_M_R,Water,38,41,22,33,2,6,0,0,0,39,0,0
AFRICA_2024_GLC_FCS30D_2022_36PWU_M_R,Cropland,38,0,4,23,10,20,3,0,0,52,2,0
AFRICA_2024_GLC_FCS30D_2022_36PWU_M_R,Bareland,30,23,1,0,6,5,2,0,0,22,1,0
AFRICA_2024_GLC_FCS30D_2022_36PWU_M_R,Built-up,7,7,0,3,0,1,0,0,0,7,0,0
AFRICA_2024_GLC_FCS30D_2022_36PWU_M_R,Forest,8,19,2,0,1,0,0,0,0,26,0,0
AFRICA_2024_GLC_FCS30D_2022_36PWU_M_R,Grassland,0,9,0,0,0,5,0,0,0,9,0,0
AFRICA_2024_GLC_FCS30D_2022_36PWU_M_R,Wetland,3,5,0,0,0,0,0,0,0,5,0,0
AFRICA_2024_GLC_FCS30D_2022_36PWU_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWU_M_R,Grassland,0,17,0,2,5,4,4,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWU_M_R,Bareland,0,33,0,0,15,2,6,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWU_M_R,Built-up,0,1,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWU_M_R,Forest,0,13,0,0,6,0,5,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWU_M_R,Cropland,0,0,0,1,17,15,19,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWU_M_R,Wetland,0,6,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWU_M_R,Water,0,43,0,4,12,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWU_M_R,Cropland,10,0,4,28,0,13,18,0,0,0,0,1
AFRICA_2024_DynamicWorld_2024_36PWU_M_R,Forest,1,5,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWU_M_R,Water,0,11,0,9,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWU_M_R,Grassland,0,6,1,9,0,3,4,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWU_M_R,Wetland,0,4,0,6,0,0,5,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWU_M_R,Bareland,0,4,0,0,0,0,7,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWU_M_R,Built-up,0,5,0,7,0,0,0,0,0,0,0,0
