Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_38NKJ_M_R,Shrubland,3,3,1,2,1,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKJ_M_R,Grassland,0,3,1,1,1,3,1,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKJ_M_R,Cropland,30,0,6,7,1,39,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKJ_M_R,Wetland,9,8,0,3,0,16,1,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKJ_M_R,Lichens_and_Mosses,1,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKJ_M_R,Bareland,26,14,1,0,1,29,3,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKJ_M_R,Built-up,8,2,1,4,0,10,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKJ_M_R,Water,41,38,26,62,0,64,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKJ_M_R,Forest,20,7,1,3,3,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKJ_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKJ_M_R,Grassland,0,0,0,0,0,0,0,4,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKJ_M_R,Cropland,0,0,1,0,0,0,0,7,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKJ_M_R,Bareland,0,0,11,0,0,0,3,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKJ_M_R,Forest,0,0,6,0,0,0,0,2,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKJ_M_R,Wetland,0,0,0,0,0,0,0,22,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKJ_M_R,Built-up,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKJ_M_R,Water,0,0,24,0,0,0,0,20,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKJ_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKJ_M_R,Grassland,0,0,0,0,0,0,6,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKJ_M_R,Cropland,0,0,0,0,0,0,14,0,3,0,0
AFRICA_2024_GSW_Yearly_2021_38NKJ_M_R,Wetland,0,0,0,0,0,0,11,0,6,0,0
AFRICA_2024_GSW_Yearly_2021_38NKJ_M_R,Bareland,0,0,0,0,0,0,15,0,7,0,0
AFRICA_2024_GSW_Yearly_2021_38NKJ_M_R,Built-up,0,0,0,0,0,0,7,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKJ_M_R,Water,0,0,0,0,0,0,0,0,57,0,0
AFRICA_2024_GSW_Yearly_2021_38NKJ_M_R,Forest,0,0,0,0,0,0,5,0,2,0,0
AFRICA_2024_GLC_FCS30D_2022_38NKJ_M_R,Water,46,42,24,39,23,14,0,0,0,26,11
AFRICA_2024_GLC_FCS30D_2022_38NKJ_M_R,Cropland,32,0,1,16,11,12,0,0,0,25,0
AFRICA_2024_GLC_FCS30D_2022_38NKJ_M_R,Wetland,6,5,0,2,0,1,0,0,0,8,0
AFRICA_2024_GLC_FCS30D_2022_38NKJ_M_R,Bareland,30,22,11,0,8,7,3,0,0,19,0
AFRICA_2024_GLC_FCS30D_2022_38NKJ_M_R,Built-up,5,8,0,5,0,1,0,0,0,7,1
AFRICA_2024_GLC_FCS30D_2022_38NKJ_M_R,Forest,20,16,6,14,4,0,0,0,0,21,1
AFRICA_2024_ESRI_Annual_LULC_2024_38NKJ_M_R,Grassland,0,6,2,3,3,4,3,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKJ_M_R,Wetland,0,6,0,6,2,5,17,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKJ_M_R,Water,0,5,0,9,3,9,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKJ_M_R,Forest,0,15,1,0,3,0,12,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKJ_M_R,Cropland,0,0,1,6,1,11,18,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKJ_M_R,Bareland,0,11,0,0,0,3,27,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKJ_M_R,Grassland,0,5,1,5,0,2,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKJ_M_R,Wetland,0,1,0,3,0,0,2,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKJ_M_R,Bareland,0,4,0,0,0,0,7,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKJ_M_R,Forest,0,7,0,6,0,0,3,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKJ_M_R,Water,0,2,0,7,0,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKJ_M_R,Cropland,0,0,0,8,0,2,3,0,0,0,0
