Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_35NQD_M_R,Shrubland,3,1,2,3,3,1,3,0,0,0,0
AFRICA_2024_WorldCover_2021_35NQD_M_R,Grassland,0,1,1,0,0,0,3,0,0,0,0
AFRICA_2024_WorldCover_2021_35NQD_M_R,Cropland,21,0,4,10,7,6,13,0,0,0,0
AFRICA_2024_WorldCover_2021_35NQD_M_R,Wetland,29,4,0,15,2,17,26,0,0,0,0
AFRICA_2024_WorldCover_2021_35NQD_M_R,Bareland,10,3,1,0,4,6,7,0,0,0,0
AFRICA_2024_WorldCover_2021_35NQD_M_R,Built-up,11,6,1,12,0,2,8,0,0,0,0
AFRICA_2024_WorldCover_2021_35NQD_M_R,Water,51,10,21,33,14,0,50,0,0,0,0
AFRICA_2024_WorldCover_2021_35NQD_M_R,Forest,44,12,18,8,11,12,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NQD_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NQD_M_R,Cropland,0,0,0,0,0,0,0,4,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NQD_M_R,Bareland,0,0,2,0,0,2,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NQD_M_R,Built-up,0,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NQD_M_R,Forest,0,0,18,0,0,5,0,22,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NQD_M_R,Wetland,0,0,0,0,0,0,0,39,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NQD_M_R,Water,0,0,25,0,0,0,0,17,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NQD_M_R,Grassland,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NQD_M_R,Shrubland,0,0,0,0,0,4,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NQD_M_R,Cropland,0,0,0,0,0,13,0,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_35NQD_M_R,Wetland,0,0,0,0,0,27,0,0,11,0,0
AFRICA_2024_GSW_Yearly_2021_35NQD_M_R,Bareland,0,0,0,0,0,12,0,0,5,0,0
AFRICA_2024_GSW_Yearly_2021_35NQD_M_R,Built-up,0,0,0,0,0,10,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NQD_M_R,Water,0,0,0,0,0,0,0,0,60,0,0
AFRICA_2024_GSW_Yearly_2021_35NQD_M_R,Forest,0,0,0,0,0,40,0,0,13,0,0
AFRICA_2024_GSW_Yearly_2021_35NQD_M_R,Grassland,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_35NQD_M_R,Water,3,24,25,27,34,0,41,0,0,44,1
AFRICA_2024_GLC_FCS30D_2022_35NQD_M_R,Cropland,1,0,0,6,9,0,17,0,0,21,0
AFRICA_2024_GLC_FCS30D_2022_35NQD_M_R,Wetland,0,5,0,3,5,0,11,0,0,12,0
AFRICA_2024_GLC_FCS30D_2022_35NQD_M_R,Bareland,0,4,2,0,8,2,8,0,0,15,0
AFRICA_2024_GLC_FCS30D_2022_35NQD_M_R,Built-up,2,8,0,2,0,0,5,0,0,11,0
AFRICA_2024_GLC_FCS30D_2022_35NQD_M_R,Forest,3,27,18,18,19,5,0,0,0,28,1
AFRICA_2024_GLC_FCS30D_2022_35NQD_M_R,Grassland,0,6,0,1,1,0,7,0,0,3,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NQD_M_R,Water,0,11,11,6,2,0,24,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NQD_M_R,Grassland,0,1,0,0,1,1,8,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NQD_M_R,Wetland,0,12,0,4,6,21,13,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NQD_M_R,Bareland,0,1,0,0,0,3,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NQD_M_R,Built-up,0,2,1,3,0,1,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NQD_M_R,Forest,0,4,3,1,6,22,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NQD_M_R,Cropland,0,0,0,0,1,2,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NQD_M_R,Forest,5,5,1,2,0,16,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NQD_M_R,Water,0,0,3,0,0,0,15,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NQD_M_R,Grassland,0,0,0,0,0,1,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NQD_M_R,Cropland,0,0,0,0,0,2,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NQD_M_R,Wetland,0,0,0,0,0,5,6,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NQD_M_R,Built-up,0,0,0,0,0,1,1,0,0,0,0
