Dataset,MajorityClass,Grassland,Cropland,Wetland,Built-up,Forest,Water,Bareland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_36NWM_M_R,Shrubland,3,1,3,1,2,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NWM_M_R,Cropland,33,0,18,3,8,1,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36NWM_M_R,Wetland,25,0,0,0,9,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NWM_M_R,Bareland,9,0,2,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NWM_M_R,Built-up,5,1,0,0,4,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NWM_M_R,Forest,52,2,38,0,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NWM_M_R,Grassland,0,2,23,0,8,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NWM_M_R,Water,8,0,18,0,2,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NWM_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NWM_M_R,Cropland,0,0,0,0,0,0,0,19,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NWM_M_R,Bareland,0,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NWM_M_R,Forest,0,0,7,0,0,1,0,49,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NWM_M_R,Wetland,0,0,0,0,0,0,0,53,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NWM_M_R,Grassland,0,0,4,0,0,0,0,27,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NWM_M_R,Water,0,0,0,0,0,0,0,10,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NWM_M_R,Shrubland,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NWM_M_R,Forest,0,0,0,0,0,17,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NWM_M_R,Grassland,0,0,0,0,0,13,0,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_36NWM_M_R,Wetland,0,0,0,0,0,16,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NWM_M_R,Water,0,0,0,0,0,0,0,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_36NWM_M_R,Cropland,0,0,0,0,0,9,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NWM_M_R,Bareland,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36NWM_M_R,Cropland,3,0,0,9,13,0,8,0,0,29,0
AFRICA_2024_GLC_FCS30D_2022_36NWM_M_R,Wetland,0,0,0,0,13,0,9,0,0,25,0
AFRICA_2024_GLC_FCS30D_2022_36NWM_M_R,Built-up,0,1,0,0,2,0,0,0,0,4,0
AFRICA_2024_GLC_FCS30D_2022_36NWM_M_R,Forest,5,11,7,6,0,1,17,0,0,47,1
AFRICA_2024_GLC_FCS30D_2022_36NWM_M_R,Grassland,0,8,4,2,13,0,13,0,0,28,0
AFRICA_2024_GLC_FCS30D_2022_36NWM_M_R,Water,0,0,0,0,7,0,6,0,0,11,0
AFRICA_2024_GLC_FCS30D_2022_36NWM_M_R,Bareland,1,0,0,1,1,0,0,0,0,5,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NWM_M_R,Grassland,0,12,4,1,26,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NWM_M_R,Forest,0,15,7,5,0,3,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NWM_M_R,Wetland,0,2,0,0,16,2,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NWM_M_R,Water,0,4,1,0,7,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NWM_M_R,Cropland,0,0,1,1,10,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NWM_M_R,Bareland,0,3,0,0,2,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NWM_M_R,Water,7,0,0,0,2,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NWM_M_R,Wetland,8,5,0,0,9,4,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NWM_M_R,Forest,15,8,5,0,0,3,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NWM_M_R,Grassland,0,3,0,0,1,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NWM_M_R,Built-up,0,1,0,0,1,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NWM_M_R,Bareland,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NWM_M_R,Cropland,0,0,0,0,2,0,0,0,0,0,0
