Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland,Permanent_ice_and_snow
AFRICA_2024_WorldCover_2021_36NYN_M_R,Shrubland,2,1,2,1,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYN_M_R,Grassland,0,16,6,13,9,9,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYN_M_R,Cropland,44,0,22,20,27,3,7,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYN_M_R,Wetland,16,6,5,0,19,0,5,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYN_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYN_M_R,Bareland,20,2,0,3,10,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYN_M_R,Built-up,10,7,8,0,12,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYN_M_R,Forest,56,31,27,26,0,16,9,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYN_M_R,Water,28,20,23,0,37,2,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYN_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NYN_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NYN_M_R,Grassland,0,0,0,0,0,0,4,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NYN_M_R,Cropland,0,0,0,0,0,0,5,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NYN_M_R,Forest,0,0,0,0,0,0,9,4,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NYN_M_R,Wetland,0,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NYN_M_R,Water,0,0,0,0,0,0,0,14,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36NYN_M_R,Water,6,13,27,11,27,18,0,0,31,2,0,0
AFRICA_2024_GLC_FCS30D_2022_36NYN_M_R,Cropland,12,0,18,17,37,5,0,0,34,4,0,0
AFRICA_2024_GLC_FCS30D_2022_36NYN_M_R,Built-up,8,6,4,0,9,0,0,0,7,4,0,0
AFRICA_2024_GLC_FCS30D_2022_36NYN_M_R,Forest,22,28,28,21,0,15,3,0,42,8,0,0
AFRICA_2024_GLC_FCS30D_2022_36NYN_M_R,Grassland,0,12,10,8,23,2,0,0,23,1,0,0
AFRICA_2024_GLC_FCS30D_2022_36NYN_M_R,Wetland,0,2,2,0,8,0,0,0,6,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36NYN_M_R,Bareland,3,5,0,0,11,1,0,0,12,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36NYN_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NYN_M_R,Forest,0,0,0,0,0,15,3,0,0,0,27,0
AFRICA_2024_GWL_FCS30D_2022_36NYN_M_R,Built-up,0,0,0,0,0,0,0,0,0,0,1,0
AFRICA_2024_GWL_FCS30D_2022_36NYN_M_R,Grassland,0,0,0,0,0,2,0,0,0,0,11,0
AFRICA_2024_GWL_FCS30D_2022_36NYN_M_R,Cropland,0,0,0,0,0,5,0,0,0,0,3,0
AFRICA_2024_GWL_FCS30D_2022_36NYN_M_R,Water,0,0,0,0,0,18,0,0,0,0,3,0
AFRICA_2024_GWL_FCS30D_2022_36NYN_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,21,0
AFRICA_2024_GWL_FCS30D_2022_36NYN_M_R,Bareland,0,0,0,0,0,1,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYN_M_R,Grassland,0,27,0,13,30,2,5,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYN_M_R,Wetland,0,8,0,3,10,0,6,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYN_M_R,Bareland,0,9,0,6,7,0,9,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYN_M_R,Built-up,0,2,0,0,2,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYN_M_R,Forest,0,40,1,31,0,1,34,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYN_M_R,Cropland,0,0,0,20,18,0,9,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYN_M_R,Water,0,19,0,4,7,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYN_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYN_M_R,Cropland,13,0,6,0,13,0,6,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYN_M_R,Wetland,7,8,2,0,7,0,10,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYN_M_R,Forest,20,15,12,0,0,10,15,0,0,0,0,1
AFRICA_2024_DynamicWorld_2024_36NYN_M_R,Built-up,2,6,0,0,7,0,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYN_M_R,Grassland,0,2,2,0,3,0,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYN_M_R,Bareland,0,2,0,0,1,0,4,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYN_M_R,Water,0,4,0,0,12,1,0,0,0,0,0,0
