Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_37NDF_M_R,Shrubland,3,3,1,2,1,1,2,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDF_M_R,Grassland,0,15,0,4,1,1,6,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDF_M_R,Cropland,50,0,1,29,17,9,25,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDF_M_R,Wetland,8,5,0,1,0,6,3,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDF_M_R,Lichens_and_Mosses,1,1,0,0,1,0,1,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDF_M_R,Bareland,37,21,0,0,4,11,14,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDF_M_R,Built-up,9,6,0,8,0,0,7,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDF_M_R,Water,61,47,2,54,0,0,30,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDF_M_R,Forest,50,37,7,26,16,8,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NDF_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NDF_M_R,Cropland,0,0,4,0,0,4,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NDF_M_R,Forest,0,0,3,0,0,3,0,9,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NDF_M_R,Wetland,0,0,0,0,0,0,0,9,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NDF_M_R,Water,0,0,19,0,0,0,0,2,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NDF_M_R,Bareland,0,0,4,0,0,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NDF_M_R,Shrubland,0,0,0,0,0,4,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NDF_M_R,Grassland,0,0,0,0,0,5,0,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_37NDF_M_R,Cropland,0,0,0,0,0,24,0,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_37NDF_M_R,Wetland,0,0,0,0,0,8,0,0,3,0,0
AFRICA_2024_GSW_Yearly_2021_37NDF_M_R,Bareland,0,0,0,0,0,29,0,0,9,0,0
AFRICA_2024_GSW_Yearly_2021_37NDF_M_R,Water,0,0,0,0,0,0,0,0,44,0,0
AFRICA_2024_GSW_Yearly_2021_37NDF_M_R,Forest,0,0,0,0,0,27,0,0,4,0,0
AFRICA_2024_GSW_Yearly_2021_37NDF_M_R,Built-up,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37NDF_M_R,Water,35,37,19,43,17,0,29,0,0,50,10
AFRICA_2024_GLC_FCS30D_2022_37NDF_M_R,Cropland,29,0,4,21,16,4,26,0,0,52,5
AFRICA_2024_GLC_FCS30D_2022_37NDF_M_R,Wetland,0,1,0,0,0,0,2,0,0,5,0
AFRICA_2024_GLC_FCS30D_2022_37NDF_M_R,Bareland,27,21,4,0,7,0,13,0,0,38,5
AFRICA_2024_GLC_FCS30D_2022_37NDF_M_R,Built-up,7,6,0,3,0,0,5,0,0,10,1
AFRICA_2024_GLC_FCS30D_2022_37NDF_M_R,Forest,28,39,3,19,16,3,0,0,0,61,10
AFRICA_2024_GLC_FCS30D_2022_37NDF_M_R,Grassland,0,6,0,2,2,0,6,0,0,14,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDF_M_R,Grassland,0,11,0,2,3,10,16,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDF_M_R,Built-up,0,1,0,0,0,0,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDF_M_R,Forest,0,13,1,0,17,40,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDF_M_R,Cropland,0,0,0,7,21,24,31,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDF_M_R,Bareland,0,16,0,0,10,51,8,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDF_M_R,Wetland,0,0,0,0,0,8,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDF_M_R,Water,0,1,0,7,2,0,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NDF_M_R,Cropland,9,0,0,8,0,2,9,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NDF_M_R,Forest,7,10,1,6,0,6,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NDF_M_R,Water,0,10,0,16,0,0,12,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NDF_M_R,Grassland,0,7,0,7,0,3,3,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NDF_M_R,Wetland,0,2,0,5,0,0,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NDF_M_R,Bareland,0,6,0,0,0,6,2,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NDF_M_R,Built-up,0,6,0,3,0,0,4,0,0,0,0
