Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Built-up,Water,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_36PZC_M_R,Shrubland,1,1,1,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZC_M_R,Grassland,0,5,5,3,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZC_M_R,Cropland,68,0,41,39,20,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZC_M_R,Lichens_and_Mosses,1,1,1,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZC_M_R,Bareland,39,24,0,27,10,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZC_M_R,Built-up,11,8,10,10,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZC_M_R,Water,35,26,34,19,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZC_M_R,Forest,37,28,15,0,1,0,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZC_M_R,Wetland,5,3,2,0,0,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZC_M_R,Grassland,0,0,0,0,0,5,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZC_M_R,Cropland,0,0,0,0,0,31,0,5,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZC_M_R,Bareland,0,0,0,0,0,26,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZC_M_R,Wetland,0,0,0,0,0,2,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZC_M_R,Water,0,0,0,0,0,0,0,16,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZC_M_R,Built-up,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZC_M_R,Forest,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36PZC_M_R,Cropland,49,0,31,20,29,0,4,0,34,16,0
AFRICA_2024_GLC_FCS30D_2022_36PZC_M_R,Bareland,33,21,0,8,17,0,5,0,19,14,0
AFRICA_2024_GLC_FCS30D_2022_36PZC_M_R,Built-up,7,6,6,3,0,0,0,0,6,6,0
AFRICA_2024_GLC_FCS30D_2022_36PZC_M_R,Water,29,35,27,1,10,0,15,0,10,0,0
AFRICA_2024_GLC_FCS30D_2022_36PZC_M_R,Forest,27,21,13,0,14,0,0,0,20,12,0
AFRICA_2024_GLC_FCS30D_2022_36PZC_M_R,Grassland,0,3,0,6,0,0,0,0,2,0,0
AFRICA_2024_GLC_FCS30D_2022_36PZC_M_R,Wetland,0,1,1,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZC_M_R,Grassland,0,10,3,5,8,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZC_M_R,Bareland,0,29,0,13,21,13,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZC_M_R,Built-up,0,2,0,1,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZC_M_R,Forest,0,24,3,0,16,3,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZC_M_R,Cropland,0,0,14,24,34,10,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZC_M_R,Water,0,16,6,0,11,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZC_M_R,Wetland,0,1,0,0,0,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZC_M_R,Cropland,4,0,18,17,0,15,8,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZC_M_R,Forest,1,11,7,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZC_M_R,Grassland,0,8,7,5,0,5,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZC_M_R,Wetland,0,2,2,0,0,4,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZC_M_R,Bareland,0,11,0,2,0,7,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZC_M_R,Built-up,0,9,10,1,0,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZC_M_R,Water,0,1,3,0,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZC_M_R,Cropland,0,0,0,0,0,0,4,0,0,0,8
AFRICA_2024_GWL_FCS30D_2022_36PZC_M_R,Grassland,0,0,0,0,0,0,0,0,0,0,1
AFRICA_2024_GWL_FCS30D_2022_36PZC_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,2
AFRICA_2024_GWL_FCS30D_2022_36PZC_M_R,Bareland,0,0,0,0,0,0,5,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZC_M_R,Water,0,0,0,0,0,0,15,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZC_M_R,Forest,0,0,0,0,0,0,0,0,0,0,2
