Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_36PTS_M_R,Shrubland,3,3,3,3,1,3,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTS_M_R,Grassland,0,8,23,3,1,5,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTS_M_R,Cropland,56,0,63,27,9,21,28,0,0,0
AFRICA_2024_WorldCover_2021_36PTS_M_R,Wetland,21,10,0,4,1,5,16,0,0,0
AFRICA_2024_WorldCover_2021_36PTS_M_R,Bareland,33,19,33,0,5,7,6,0,0,0
AFRICA_2024_WorldCover_2021_36PTS_M_R,Built-up,10,6,0,4,0,6,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTS_M_R,Water,34,24,40,39,0,4,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTS_M_R,Forest,44,11,22,8,1,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTS_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTS_M_R,Grassland,0,0,1,0,0,0,0,26,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTS_M_R,Cropland,0,0,5,0,0,0,4,74,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTS_M_R,Bareland,0,0,1,0,0,0,1,33,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTS_M_R,Forest,0,0,5,0,0,0,1,25,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTS_M_R,Wetland,0,0,0,0,0,0,3,61,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTS_M_R,Water,0,0,12,0,0,0,0,36,0,0
AFRICA_2024_GSW_Yearly_2021_36PTS_M_R,Shrubland,0,0,0,0,0,0,5,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTS_M_R,Grassland,0,0,0,0,0,0,13,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTS_M_R,Cropland,0,0,0,0,0,0,72,0,8,0
AFRICA_2024_GSW_Yearly_2021_36PTS_M_R,Wetland,0,0,0,0,0,0,33,0,4,0
AFRICA_2024_GSW_Yearly_2021_36PTS_M_R,Bareland,0,0,0,0,0,0,46,0,1,0
AFRICA_2024_GSW_Yearly_2021_36PTS_M_R,Built-up,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTS_M_R,Water,0,0,0,0,0,0,0,0,18,0
AFRICA_2024_GSW_Yearly_2021_36PTS_M_R,Forest,0,0,0,0,0,0,14,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36PTS_M_R,Water,17,48,12,30,1,2,0,0,0,43
AFRICA_2024_GLC_FCS30D_2022_36PTS_M_R,Cropland,28,0,5,17,9,37,4,0,0,67
AFRICA_2024_GLC_FCS30D_2022_36PTS_M_R,Wetland,7,15,0,2,1,5,3,0,0,26
AFRICA_2024_GLC_FCS30D_2022_36PTS_M_R,Built-up,8,2,0,2,0,2,0,0,0,8
AFRICA_2024_GLC_FCS30D_2022_36PTS_M_R,Forest,15,22,5,5,10,0,1,0,0,43
AFRICA_2024_GLC_FCS30D_2022_36PTS_M_R,Grassland,0,10,1,2,0,10,0,0,0,17
AFRICA_2024_GLC_FCS30D_2022_36PTS_M_R,Bareland,19,27,1,0,7,14,1,0,0,34
AFRICA_2024_ESRI_Annual_LULC_2024_36PTS_M_R,Water,0,57,0,9,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTS_M_R,Grassland,0,21,1,0,5,9,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTS_M_R,Wetland,0,37,0,3,0,6,1,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTS_M_R,Bareland,0,38,0,0,10,2,15,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTS_M_R,Built-up,0,2,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTS_M_R,Forest,0,14,2,1,16,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTS_M_R,Cropland,0,0,0,1,12,11,2,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTS_M_R,Cropland,13,0,13,28,0,11,11,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTS_M_R,Wetland,3,8,0,7,0,6,2,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTS_M_R,Forest,2,5,1,2,0,0,1,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTS_M_R,Grassland,0,5,2,6,0,5,3,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTS_M_R,Bareland,0,2,0,0,0,0,4,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTS_M_R,Built-up,0,3,0,8,0,2,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTS_M_R,Water,0,6,13,22,0,4,0,0,0,0
