Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Forest,Built-up,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_37PFP_M_R,Shrubland,1,2,3,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFP_M_R,Grassland,0,7,9,5,1,1,1,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFP_M_R,Cropland,48,0,44,38,16,6,12,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFP_M_R,Wetland,20,29,0,21,5,0,3,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFP_M_R,Lichens_and_Mosses,1,2,1,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFP_M_R,Bareland,34,32,31,0,9,10,20,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFP_M_R,Built-up,4,2,3,5,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFP_M_R,Water,27,26,67,30,10,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFP_M_R,Forest,28,30,51,18,0,2,2,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFP_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFP_M_R,Grassland,0,0,0,0,0,0,0,11,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFP_M_R,Cropland,0,0,8,0,0,0,1,63,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFP_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFP_M_R,Bareland,0,0,5,0,0,0,3,54,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFP_M_R,Built-up,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFP_M_R,Forest,0,0,8,0,0,0,0,66,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFP_M_R,Wetland,0,0,0,0,0,0,3,162,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFP_M_R,Water,0,0,17,0,0,0,0,68,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PFP_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PFP_M_R,Grassland,0,0,0,0,0,0,6,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PFP_M_R,Cropland,0,0,0,0,0,0,32,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_37PFP_M_R,Wetland,0,0,0,0,0,0,42,0,4,0,0
AFRICA_2024_GSW_Yearly_2021_37PFP_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PFP_M_R,Bareland,0,0,0,0,0,0,31,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_37PFP_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PFP_M_R,Water,0,0,0,0,0,0,0,0,12,0,0
AFRICA_2024_GSW_Yearly_2021_37PFP_M_R,Forest,0,0,0,0,0,0,10,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37PFP_M_R,Cropland,54,0,8,43,11,35,1,0,0,39,11
AFRICA_2024_GLC_FCS30D_2022_37PFP_M_R,Wetland,34,31,0,42,8,20,3,0,0,21,1
AFRICA_2024_GLC_FCS30D_2022_37PFP_M_R,Bareland,44,34,5,0,6,31,3,0,0,36,11
AFRICA_2024_GLC_FCS30D_2022_37PFP_M_R,Built-up,3,2,0,2,0,0,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37PFP_M_R,Water,44,32,17,47,8,30,0,0,0,31,3
AFRICA_2024_GLC_FCS30D_2022_37PFP_M_R,Forest,45,34,8,32,0,17,0,0,0,36,9
AFRICA_2024_GLC_FCS30D_2022_37PFP_M_R,Grassland,0,8,0,4,2,2,0,0,0,3,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFP_M_R,Grassland,0,14,2,2,12,2,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFP_M_R,Bareland,0,29,18,0,20,0,24,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFP_M_R,Built-up,0,1,0,1,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFP_M_R,Cropland,0,0,16,20,34,2,22,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFP_M_R,Wetland,0,21,0,3,18,0,23,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFP_M_R,Water,0,17,26,26,12,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFP_M_R,Forest,0,26,16,6,0,1,16,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFP_M_R,Cropland,6,0,4,12,14,0,10,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFP_M_R,Wetland,5,21,0,15,19,0,36,0,0,0,0
