Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_36PXT_M_R,Shrubland,3,3,3,1,1,1,3,0,0,0
AFRICA_2024_WorldCover_2021_36PXT_M_R,Grassland,0,14,27,1,1,0,20,0,0,0
AFRICA_2024_WorldCover_2021_36PXT_M_R,Cropland,103,0,67,46,14,25,59,0,0,0
AFRICA_2024_WorldCover_2021_36PXT_M_R,Wetland,115,54,0,5,0,54,89,0,0,0
AFRICA_2024_WorldCover_2021_36PXT_M_R,Bareland,51,13,10,0,12,0,3,0,0,0
AFRICA_2024_WorldCover_2021_36PXT_M_R,Built-up,12,6,3,6,0,0,9,0,0,0
AFRICA_2024_WorldCover_2021_36PXT_M_R,Water,126,69,84,59,0,0,74,0,0,0
AFRICA_2024_WorldCover_2021_36PXT_M_R,Forest,89,34,39,27,7,17,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXT_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXT_M_R,Grassland,0,0,8,0,0,2,0,50,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXT_M_R,Cropland,0,0,18,0,0,6,0,138,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXT_M_R,Bareland,0,0,0,0,0,1,0,24,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXT_M_R,Forest,0,0,25,0,0,5,0,98,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXT_M_R,Wetland,0,0,0,0,0,4,0,251,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXT_M_R,Water,0,0,38,0,0,0,0,144,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXT_M_R,Built-up,0,0,0,0,0,0,0,3,0,0
AFRICA_2024_GSW_Yearly_2021_36PXT_M_R,Shrubland,0,0,0,0,0,4,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PXT_M_R,Grassland,0,0,0,0,0,52,0,0,6,0
AFRICA_2024_GSW_Yearly_2021_36PXT_M_R,Cropland,0,0,0,0,0,132,0,0,12,0
AFRICA_2024_GSW_Yearly_2021_36PXT_M_R,Wetland,0,0,0,0,0,187,0,0,32,0
AFRICA_2024_GSW_Yearly_2021_36PXT_M_R,Bareland,0,0,0,0,0,40,0,0,6,0
AFRICA_2024_GSW_Yearly_2021_36PXT_M_R,Water,0,0,0,0,0,0,0,0,68,0
AFRICA_2024_GSW_Yearly_2021_36PXT_M_R,Forest,0,0,0,0,0,101,0,0,14,0
AFRICA_2024_GSW_Yearly_2021_36PXT_M_R,Built-up,0,0,0,0,0,7,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36PXT_M_R,Water,67,98,38,37,19,0,66,0,0,96
AFRICA_2024_GLC_FCS30D_2022_36PXT_M_R,Cropland,54,0,18,18,20,6,56,0,0,87
AFRICA_2024_GLC_FCS30D_2022_36PXT_M_R,Wetland,23,56,0,10,2,4,54,0,0,77
AFRICA_2024_GLC_FCS30D_2022_36PXT_M_R,Bareland,27,32,0,0,12,1,11,0,0,30
AFRICA_2024_GLC_FCS30D_2022_36PXT_M_R,Built-up,7,12,0,1,0,0,5,0,0,9
AFRICA_2024_GLC_FCS30D_2022_36PXT_M_R,Forest,36,66,25,10,22,5,0,0,0,83
AFRICA_2024_GLC_FCS30D_2022_36PXT_M_R,Grassland,0,20,8,6,0,2,22,0,0,34
AFRICA_2024_ESRI_Annual_LULC_2024_36PXT_M_R,Water,0,81,82,28,5,0,7,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXT_M_R,Grassland,0,46,17,5,4,12,14,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXT_M_R,Wetland,0,77,0,4,11,48,12,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXT_M_R,Bareland,0,25,14,0,6,13,9,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXT_M_R,Built-up,0,2,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXT_M_R,Forest,0,53,51,1,18,32,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXT_M_R,Cropland,0,0,46,9,22,36,19,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXT_M_R,Cropland,22,0,30,21,0,19,28,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXT_M_R,Water,17,36,44,10,0,0,32,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXT_M_R,Wetland,35,41,0,5,0,37,54,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXT_M_R,Forest,12,15,11,2,0,16,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXT_M_R,Grassland,0,12,6,9,0,7,6,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXT_M_R,Bareland,0,10,0,0,0,17,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXT_M_R,Built-up,0,4,0,3,0,0,1,0,0,0
