Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_36PZR_M_R,Shrubland,3,3,1,2,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZR_M_R,Grassland,0,20,15,5,6,15,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZR_M_R,Cropland,47,0,8,32,24,32,5,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZR_M_R,Wetland,19,31,0,5,0,30,2,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZR_M_R,Lichens_and_Mosses,1,1,0,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZR_M_R,Bareland,18,25,1,0,4,1,5,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZR_M_R,Built-up,8,11,2,7,0,9,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZR_M_R,Water,70,81,16,47,0,63,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZR_M_R,Forest,71,53,8,29,25,0,11,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZR_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZR_M_R,Bareland,0,0,0,0,0,0,0,4,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZR_M_R,Forest,0,0,13,0,0,0,6,22,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZR_M_R,Cropland,0,0,7,0,0,0,1,16,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZR_M_R,Built-up,0,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZR_M_R,Grassland,0,0,2,0,0,0,0,15,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZR_M_R,Water,0,0,26,0,0,0,0,27,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZR_M_R,Wetland,0,0,0,0,0,0,0,60,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZR_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZR_M_R,Cropland,0,0,0,0,0,0,19,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZR_M_R,Bareland,0,0,0,0,0,0,19,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZR_M_R,Forest,0,0,0,0,0,0,55,0,16,0,0
AFRICA_2024_GSW_Yearly_2021_36PZR_M_R,Water,0,0,0,0,0,0,0,0,47,0,0
AFRICA_2024_GSW_Yearly_2021_36PZR_M_R,Wetland,0,0,0,0,0,0,13,0,6,0,0
AFRICA_2024_GSW_Yearly_2021_36PZR_M_R,Grassland,0,0,0,0,0,0,5,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36PZR_M_R,Cropland,26,0,7,29,21,46,1,0,0,44,12
AFRICA_2024_GLC_FCS30D_2022_36PZR_M_R,Bareland,11,11,0,0,6,8,0,0,0,22,0
AFRICA_2024_GLC_FCS30D_2022_36PZR_M_R,Built-up,6,6,0,6,0,8,0,0,0,11,3
AFRICA_2024_GLC_FCS30D_2022_36PZR_M_R,Water,18,27,26,57,34,53,0,0,0,61,11
AFRICA_2024_GLC_FCS30D_2022_36PZR_M_R,Forest,22,32,13,41,34,0,6,0,0,55,14
AFRICA_2024_GLC_FCS30D_2022_36PZR_M_R,Grassland,0,12,2,9,6,25,0,0,0,21,1
AFRICA_2024_GLC_FCS30D_2022_36PZR_M_R,Wetland,2,2,0,13,7,12,0,0,0,12,2
AFRICA_2024_ESRI_Annual_LULC_2024_36PZR_M_R,Grassland,0,26,0,0,11,15,21,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZR_M_R,Bareland,0,18,0,0,5,4,24,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZR_M_R,Built-up,0,2,0,0,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZR_M_R,Forest,0,49,3,2,26,0,61,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZR_M_R,Cropland,0,0,0,4,25,20,29,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZR_M_R,Water,0,27,0,12,0,10,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZR_M_R,Wetland,0,16,0,1,0,7,44,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZR_M_R,Cropland,16,0,8,10,0,15,9,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZR_M_R,Wetland,10,2,0,0,0,11,10,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZR_M_R,Forest,13,12,12,0,0,0,13,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZR_M_R,Built-up,1,7,0,1,0,8,2,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZR_M_R,Water,3,4,21,13,0,40,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZR_M_R,Grassland,0,3,0,3,0,2,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZR_M_R,Bareland,0,4,3,0,0,3,7,0,0,0,0
