Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Non_Wetland,Water,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_35NNH_M_R,Shrubland,3,2,3,1,1,3,0,0,0,0
AFRICA_2024_WorldCover_2021_35NNH_M_R,Grassland,0,3,1,1,1,1,0,0,0,0
AFRICA_2024_WorldCover_2021_35NNH_M_R,Cropland,12,0,0,1,4,4,0,0,0,0
AFRICA_2024_WorldCover_2021_35NNH_M_R,Wetland,28,0,0,0,0,20,0,0,0,0
AFRICA_2024_WorldCover_2021_35NNH_M_R,Built-up,7,4,0,2,0,4,0,0,0,0
AFRICA_2024_WorldCover_2021_35NNH_M_R,Water,42,0,25,19,0,42,0,0,0,0
AFRICA_2024_WorldCover_2021_35NNH_M_R,Forest,55,8,14,5,12,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35NNH_M_R,Bareland,3,0,3,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NNH_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NNH_M_R,Forest,0,0,17,0,0,0,27,5,0,0
AFRICA_2024_GWL_FCS30D_2022_35NNH_M_R,Grassland,0,0,1,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NNH_M_R,Wetland,0,0,0,0,0,0,24,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NNH_M_R,Water,0,0,19,0,0,0,22,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NNH_M_R,Bareland,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NNH_M_R,Shrubland,0,0,0,0,0,0,0,4,0,0
AFRICA_2024_GSW_Yearly_2021_35NNH_M_R,Grassland,0,0,0,0,0,0,0,3,1,0
AFRICA_2024_GSW_Yearly_2021_35NNH_M_R,Wetland,0,0,0,0,0,0,0,9,10,0
AFRICA_2024_GSW_Yearly_2021_35NNH_M_R,Forest,0,0,0,0,0,0,0,38,17,0
AFRICA_2024_GSW_Yearly_2021_35NNH_M_R,Water,0,0,0,0,0,0,0,0,40,0
AFRICA_2024_GSW_Yearly_2021_35NNH_M_R,Bareland,0,0,0,0,0,0,0,3,0,0
AFRICA_2024_GLC_FCS30D_2022_35NNH_M_R,Cropland,1,0,0,0,0,5,0,0,0,13
AFRICA_2024_GLC_FCS30D_2022_35NNH_M_R,Built-up,1,5,0,0,0,4,0,0,0,5
AFRICA_2024_GLC_FCS30D_2022_35NNH_M_R,Water,4,3,19,12,1,27,0,0,0,47
AFRICA_2024_GLC_FCS30D_2022_35NNH_M_R,Forest,0,13,17,9,9,0,0,5,0,57
AFRICA_2024_GLC_FCS30D_2022_35NNH_M_R,Grassland,0,2,1,0,0,9,0,0,0,7
AFRICA_2024_GLC_FCS30D_2022_35NNH_M_R,Wetland,0,0,0,0,0,6,0,0,0,15
AFRICA_2024_GLC_FCS30D_2022_35NNH_M_R,Bareland,0,0,0,0,0,1,0,0,0,5
AFRICA_2024_ESRI_Annual_LULC_2024_35NNH_M_R,Grassland,0,1,0,0,1,5,0,2,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NNH_M_R,Forest,0,7,0,0,17,0,0,29,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NNH_M_R,Wetland,0,0,0,0,0,9,0,26,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NNH_M_R,Built-up,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NNH_M_R,Water,0,0,0,3,0,7,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NNH_M_R,Cropland,0,0,0,0,1,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NNH_M_R,Bareland,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_DynamicWorld_2024_35NNH_M_R,Forest,8,4,13,1,0,0,0,14,0,0
AFRICA_2024_DynamicWorld_2024_35NNH_M_R,Water,1,0,8,3,0,8,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NNH_M_R,Wetland,0,1,0,0,0,8,0,10,0,0
AFRICA_2024_DynamicWorld_2024_35NNH_M_R,Grassland,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NNH_M_R,Cropland,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NNH_M_R,Built-up,0,0,0,0,0,4,0,0,0,0
