Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Non_Wetland,Water,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_36NTL_M_R,Shrubland,3,1,1,1,1,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36NTL_M_R,Grassland,0,3,7,1,1,4,0,0,0,0
AFRICA_2024_WorldCover_2021_36NTL_M_R,Cropland,18,0,1,1,6,6,0,0,0,0
AFRICA_2024_WorldCover_2021_36NTL_M_R,Bareland,4,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NTL_M_R,Built-up,6,5,0,5,0,5,0,0,0,0
AFRICA_2024_WorldCover_2021_36NTL_M_R,Water,40,0,15,16,1,38,0,0,0,0
AFRICA_2024_WorldCover_2021_36NTL_M_R,Forest,65,14,20,9,13,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NTL_M_R,Wetland,22,0,0,0,0,25,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NTL_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NTL_M_R,Cropland,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NTL_M_R,Forest,0,0,14,0,0,0,37,4,0,0
AFRICA_2024_GWL_FCS30D_2022_36NTL_M_R,Grassland,0,0,1,0,0,0,7,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NTL_M_R,Wetland,0,0,0,0,0,0,44,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NTL_M_R,Water,0,0,15,0,0,0,15,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NTL_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_36NTL_M_R,Forest,0,0,0,0,0,0,0,30,13,0
AFRICA_2024_GSW_Yearly_2021_36NTL_M_R,Grassland,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_36NTL_M_R,Wetland,0,0,0,0,0,0,0,3,3,0
AFRICA_2024_GSW_Yearly_2021_36NTL_M_R,Water,0,0,0,0,0,0,0,0,32,0
AFRICA_2024_GLC_FCS30D_2022_36NTL_M_R,Cropland,0,0,0,0,0,11,0,0,0,11
AFRICA_2024_GLC_FCS30D_2022_36NTL_M_R,Built-up,2,6,0,0,0,4,0,0,0,7
AFRICA_2024_GLC_FCS30D_2022_36NTL_M_R,Water,3,7,15,18,9,27,0,0,0,32
AFRICA_2024_GLC_FCS30D_2022_36NTL_M_R,Forest,9,28,14,20,16,0,0,4,0,54
AFRICA_2024_GLC_FCS30D_2022_36NTL_M_R,Grassland,0,5,1,4,0,9,0,0,0,10
AFRICA_2024_GLC_FCS30D_2022_36NTL_M_R,Wetland,0,2,0,9,0,6,0,0,0,23
AFRICA_2024_GLC_FCS30D_2022_36NTL_M_R,Bareland,0,0,0,0,2,2,0,0,0,1
AFRICA_2024_ESRI_Annual_LULC_2024_36NTL_M_R,Built-up,0,1,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NTL_M_R,Forest,0,11,6,0,20,0,0,36,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NTL_M_R,Grassland,0,0,0,0,2,15,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NTL_M_R,Cropland,0,0,0,0,10,4,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NTL_M_R,Wetland,0,3,0,0,0,16,0,27,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NTL_M_R,Water,0,1,2,0,1,7,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NTL_M_R,Cropland,1,0,0,0,0,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NTL_M_R,Forest,8,7,11,0,0,0,0,13,0,0
AFRICA_2024_DynamicWorld_2024_36NTL_M_R,Wetland,1,0,0,0,0,7,0,5,0,0
AFRICA_2024_DynamicWorld_2024_36NTL_M_R,Grassland,0,1,0,1,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NTL_M_R,Water,0,0,5,0,0,10,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NTL_M_R,Built-up,0,0,0,0,0,5,0,0,0,0
