Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_37NED_M_R,Shrubland,3,3,3,1,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NED_M_R,Grassland,0,9,3,1,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NED_M_R,Cropland,29,0,6,1,0,12,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NED_M_R,Wetland,3,1,2,0,2,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NED_M_R,Lichens_and_Mosses,1,1,0,0,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NED_M_R,Bareland,19,3,0,0,1,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NED_M_R,Built-up,11,3,8,0,1,7,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NED_M_R,Water,56,20,33,2,0,12,1,0,0,0,0
AFRICA_2024_WorldCover_2021_37NED_M_R,Forest,26,9,8,2,0,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NED_M_R,Shrubland,0,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NED_M_R,Grassland,0,0,0,0,6,0,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NED_M_R,Cropland,0,0,0,0,5,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NED_M_R,Wetland,0,0,0,0,5,0,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NED_M_R,Bareland,0,0,0,0,11,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NED_M_R,Built-up,0,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NED_M_R,Water,0,0,0,0,0,0,0,22,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NED_M_R,Forest,0,0,0,0,6,0,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37NED_M_R,Water,35,21,33,15,0,6,7,0,47,0,0
AFRICA_2024_GLC_FCS30D_2022_37NED_M_R,Cropland,6,0,5,3,0,5,0,0,24,2,0
AFRICA_2024_GLC_FCS30D_2022_37NED_M_R,Wetland,2,0,1,0,0,1,0,0,2,0,0
AFRICA_2024_GLC_FCS30D_2022_37NED_M_R,Bareland,8,5,0,3,0,1,0,0,14,0,0
AFRICA_2024_GLC_FCS30D_2022_37NED_M_R,Built-up,7,6,4,0,0,2,0,0,8,0,0
AFRICA_2024_GLC_FCS30D_2022_37NED_M_R,Forest,13,17,9,7,0,0,0,0,28,5,0
AFRICA_2024_GLC_FCS30D_2022_37NED_M_R,Grassland,0,3,4,2,0,3,0,0,7,2,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NED_M_R,Grassland,0,2,0,5,3,14,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NED_M_R,Bareland,0,2,0,4,2,6,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NED_M_R,Forest,0,4,0,9,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NED_M_R,Cropland,0,0,0,6,1,11,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NED_M_R,Wetland,0,0,0,0,2,2,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NED_M_R,Water,0,2,0,20,0,14,2,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NED_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,6
AFRICA_2024_GWL_FCS30D_2022_37NED_M_R,Water,0,0,0,0,0,0,7,0,0,0,3
AFRICA_2024_DynamicWorld_2024_37NED_M_R,Forest,3,4,0,0,12,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NED_M_R,Grassland,0,5,4,0,4,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NED_M_R,Water,0,0,1,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NED_M_R,Cropland,0,0,0,0,5,2,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NED_M_R,Bareland,0,0,0,0,4,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NED_M_R,Built-up,0,0,0,0,11,0,0,0,0,0,0
