Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_38PLV_M_R,Shrubland,2,2,3,1,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PLV_M_R,Grassland,0,3,3,1,2,1,1,0,0,0,0
AFRICA_2024_WorldCover_2021_38PLV_M_R,Cropland,16,0,24,9,1,8,2,0,0,0,0
AFRICA_2024_WorldCover_2021_38PLV_M_R,Wetland,7,6,13,0,10,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PLV_M_R,Lichens_and_Mosses,2,2,2,1,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PLV_M_R,Bareland,20,34,0,26,33,3,31,0,0,0,0
AFRICA_2024_WorldCover_2021_38PLV_M_R,Built-up,10,10,13,0,2,7,1,0,0,0,0
AFRICA_2024_WorldCover_2021_38PLV_M_R,Water,3,1,63,0,0,0,13,0,0,0,0
AFRICA_2024_WorldCover_2021_38PLV_M_R,Forest,9,8,9,2,2,0,9,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PLV_M_R,Shrubland,0,0,0,0,2,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PLV_M_R,Grassland,0,0,0,0,4,0,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PLV_M_R,Cropland,0,0,0,0,10,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PLV_M_R,Wetland,0,0,0,0,21,0,0,10,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PLV_M_R,Bareland,0,0,0,0,80,0,0,12,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PLV_M_R,Built-up,0,0,0,0,9,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PLV_M_R,Forest,0,0,0,0,6,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PLV_M_R,Water,0,0,0,0,0,0,0,36,0,0,0
AFRICA_2024_GLC_FCS30D_2022_38PLV_M_R,Water,29,13,25,17,0,0,35,0,15,1,0
AFRICA_2024_GLC_FCS30D_2022_38PLV_M_R,Cropland,18,0,16,10,0,4,1,0,17,10,0
AFRICA_2024_GLC_FCS30D_2022_38PLV_M_R,Wetland,3,1,4,3,1,0,0,0,1,0,0
AFRICA_2024_GLC_FCS30D_2022_38PLV_M_R,Bareland,51,42,0,33,12,0,24,0,34,11,0
AFRICA_2024_GLC_FCS30D_2022_38PLV_M_R,Built-up,8,10,8,0,0,6,1,0,7,5,0
AFRICA_2024_GLC_FCS30D_2022_38PLV_M_R,Forest,11,8,7,6,0,0,1,0,9,4,0
AFRICA_2024_GWL_FCS30D_2022_38PLV_M_R,Grassland,0,0,0,0,0,0,0,0,0,0,2
AFRICA_2024_GWL_FCS30D_2022_38PLV_M_R,Cropland,0,0,0,0,0,0,1,0,0,0,3
AFRICA_2024_GWL_FCS30D_2022_38PLV_M_R,Bareland,0,0,0,0,7,0,19,0,0,0,44
AFRICA_2024_GWL_FCS30D_2022_38PLV_M_R,Built-up,0,0,0,0,0,0,0,0,0,0,1
AFRICA_2024_GWL_FCS30D_2022_38PLV_M_R,Wetland,0,0,0,0,1,0,0,0,0,0,12
AFRICA_2024_GWL_FCS30D_2022_38PLV_M_R,Water,0,0,0,0,0,0,22,0,0,0,10
AFRICA_2024_GWL_FCS30D_2022_38PLV_M_R,Forest,0,0,0,0,0,0,1,0,0,0,9
AFRICA_2024_ESRI_Annual_LULC_2024_38PLV_M_R,Grassland,0,2,2,2,0,1,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PLV_M_R,Wetland,0,3,12,1,18,13,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PLV_M_R,Bareland,0,24,0,25,26,2,16,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PLV_M_R,Built-up,0,2,2,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PLV_M_R,Forest,0,2,0,1,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PLV_M_R,Water,0,0,32,6,0,2,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PLV_M_R,Cropland,0,0,3,9,1,1,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PLV_M_R,Grassland,0,1,4,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PLV_M_R,Bareland,0,1,0,0,6,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PLV_M_R,Built-up,0,1,8,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PLV_M_R,Wetland,0,1,29,0,8,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PLV_M_R,Cropland,0,0,13,0,0,2,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PLV_M_R,Water,0,0,21,0,0,0,0,0,0,0,0
