Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_35PQR_M_R,Shrubland,2,1,1,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQR_M_R,Grassland,0,4,2,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQR_M_R,Cropland,45,0,18,1,13,5,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQR_M_R,Lichens_and_Mosses,1,0,1,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQR_M_R,Bareland,38,14,0,5,2,11,2,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQR_M_R,Built-up,8,4,6,0,2,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQR_M_R,Water,40,28,16,0,9,18,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQR_M_R,Forest,23,7,2,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQR_M_R,Wetland,22,13,2,0,11,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PQR_M_R,Grassland,0,0,0,0,0,0,15,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PQR_M_R,Cropland,0,0,0,0,0,0,30,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PQR_M_R,Forest,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PQR_M_R,Wetland,0,0,0,0,0,0,26,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PQR_M_R,Water,0,0,0,0,0,0,0,6,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PQR_M_R,Bareland,0,0,0,0,0,0,25,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_35PQR_M_R,Cropland,37,0,7,5,13,4,0,0,17,2,0
AFRICA_2024_GLC_FCS30D_2022_35PQR_M_R,Wetland,18,11,0,1,10,0,0,0,8,0,0
AFRICA_2024_GLC_FCS30D_2022_35PQR_M_R,Bareland,30,5,0,11,11,0,1,0,16,7,0
AFRICA_2024_GLC_FCS30D_2022_35PQR_M_R,Built-up,7,0,1,0,1,0,0,0,5,1,0
AFRICA_2024_GLC_FCS30D_2022_35PQR_M_R,Water,53,6,7,2,7,12,0,0,16,0,0
AFRICA_2024_GLC_FCS30D_2022_35PQR_M_R,Forest,15,9,1,3,0,1,0,0,10,0,0
AFRICA_2024_GLC_FCS30D_2022_35PQR_M_R,Grassland,0,1,0,0,2,0,0,0,1,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PQR_M_R,Grassland,0,6,5,8,7,8,3,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PQR_M_R,Forest,0,1,0,1,0,2,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PQR_M_R,Cropland,0,0,5,10,8,7,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PQR_M_R,Bareland,0,14,0,15,2,0,8,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PQR_M_R,Wetland,0,2,2,0,0,0,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PQR_M_R,Water,0,12,4,3,0,6,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PQR_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,58
AFRICA_2024_GWL_FCS30D_2022_35PQR_M_R,Grassland,0,0,0,0,0,0,0,0,0,0,12
AFRICA_2024_GWL_FCS30D_2022_35PQR_M_R,Cropland,0,0,0,0,0,4,0,0,0,0,14
AFRICA_2024_GWL_FCS30D_2022_35PQR_M_R,Forest,0,0,0,0,0,1,0,0,0,0,6
AFRICA_2024_GWL_FCS30D_2022_35PQR_M_R,Water,0,0,0,0,0,12,0,0,0,0,22
AFRICA_2024_GWL_FCS30D_2022_35PQR_M_R,Bareland,0,0,0,0,0,0,1,0,0,0,11
AFRICA_2024_DynamicWorld_2024_35PQR_M_R,Grassland,0,13,11,0,4,4,8,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PQR_M_R,Water,0,7,9,0,0,2,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PQR_M_R,Wetland,0,3,5,0,1,0,6,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PQR_M_R,Bareland,0,7,0,0,0,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PQR_M_R,Forest,0,8,2,0,0,4,3,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PQR_M_R,Built-up,0,2,4,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PQR_M_R,Cropland,0,0,6,0,0,2,8,0,0,0,0
