Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Water,Non_Wetland,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_36PYC_M_R,Shrubland,1,1,1,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYC_M_R,Grassland,0,13,4,1,7,7,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYC_M_R,Cropland,66,0,51,13,65,29,18,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYC_M_R,Wetland,20,35,5,0,21,0,9,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYC_M_R,Lichens_and_Mosses,1,1,1,0,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYC_M_R,Bareland,47,37,0,10,30,0,19,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYC_M_R,Built-up,10,11,9,0,8,0,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYC_M_R,Forest,30,35,7,0,0,21,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYC_M_R,Water,43,46,50,0,51,3,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PYC_M_R,Grassland,0,0,0,0,0,0,4,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PYC_M_R,Cropland,0,0,0,0,0,0,83,16,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PYC_M_R,Wetland,0,0,0,0,0,0,23,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PYC_M_R,Bareland,0,0,0,0,0,0,69,5,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PYC_M_R,Forest,0,0,0,0,0,0,16,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PYC_M_R,Water,0,0,0,0,0,0,0,43,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PYC_M_R,Cropland,0,0,0,0,0,24,0,0,63,0,0
AFRICA_2024_GWL_FCS30D_2022_36PYC_M_R,Forest,0,0,0,0,0,2,0,0,33,0,0
AFRICA_2024_GWL_FCS30D_2022_36PYC_M_R,Wetland,0,0,0,0,0,0,0,0,63,0,0
AFRICA_2024_GWL_FCS30D_2022_36PYC_M_R,Grassland,0,0,0,0,0,0,0,0,11,0,0
AFRICA_2024_GWL_FCS30D_2022_36PYC_M_R,Water,0,0,0,0,0,38,0,0,3,0,0
AFRICA_2024_GWL_FCS30D_2022_36PYC_M_R,Bareland,0,0,0,0,0,16,0,0,2,0,0
AFRICA_2024_GLC_FCS30D_2022_36PYC_M_R,Cropland,47,0,50,44,27,24,0,0,0,40,15
AFRICA_2024_GLC_FCS30D_2022_36PYC_M_R,Wetland,3,24,2,5,13,0,0,0,0,2,1
AFRICA_2024_GLC_FCS30D_2022_36PYC_M_R,Bareland,36,31,0,23,3,16,0,0,0,29,11
AFRICA_2024_GLC_FCS30D_2022_36PYC_M_R,Built-up,7,6,4,0,2,0,0,0,0,5,3
AFRICA_2024_GLC_FCS30D_2022_36PYC_M_R,Water,31,60,54,33,0,38,0,0,0,24,1
AFRICA_2024_GLC_FCS30D_2022_36PYC_M_R,Forest,13,38,17,15,0,2,0,0,0,13,6
AFRICA_2024_GLC_FCS30D_2022_36PYC_M_R,Grassland,0,13,3,5,6,0,0,0,0,5,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYC_M_R,Grassland,0,15,2,3,9,3,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYC_M_R,Wetland,0,21,2,0,7,0,5,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYC_M_R,Bareland,0,38,0,16,2,2,27,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYC_M_R,Built-up,0,2,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYC_M_R,Forest,0,44,0,4,0,8,3,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYC_M_R,Cropland,0,0,22,31,21,6,21,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYC_M_R,Water,0,42,35,8,1,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYC_M_R,Cropland,19,0,24,0,32,28,22,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYC_M_R,Wetland,7,8,12,0,8,0,8,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYC_M_R,Forest,5,8,2,0,0,4,2,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYC_M_R,Grassland,0,4,6,0,3,1,2,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYC_M_R,Bareland,0,19,0,0,2,0,16,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYC_M_R,Water,0,7,17,0,3,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYC_M_R,Built-up,0,9,6,0,0,0,1,0,0,0,0
