Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AFRICA_2024_WorldCover_2021_36NZM_M_R,Shrubland,3,3,3,1,1,3,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NZM_M_R,Grassland,0,27,36,24,8,40,11,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NZM_M_R,Cropland,91,0,26,55,36,58,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NZM_M_R,Wetland,80,31,0,39,9,67,15,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NZM_M_R,Lichens_and_Mosses,1,0,0,1,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NZM_M_R,Bareland,42,9,1,0,4,17,6,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NZM_M_R,Built-up,14,8,0,9,0,8,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NZM_M_R,Forest,111,43,46,42,26,0,14,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NZM_M_R,Water,113,50,54,85,10,84,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NZM_M_R,Permanent_ice_and_snow,5,2,0,1,1,2,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NZM_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NZM_M_R,Grassland,0,0,9,0,0,0,4,81,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NZM_M_R,Cropland,0,0,9,0,0,0,1,74,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NZM_M_R,Bareland,0,0,2,0,0,0,1,21,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NZM_M_R,Forest,0,0,35,0,0,0,12,144,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NZM_M_R,Wetland,0,0,0,0,0,0,3,231,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NZM_M_R,Built-up,0,0,0,0,0,0,0,4,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NZM_M_R,Water,0,0,32,0,0,0,0,87,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NZM_M_R,Shrubland,0,0,0,0,0,0,4,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NZM_M_R,Grassland,0,0,0,0,0,0,59,0,9,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NZM_M_R,Cropland,0,0,0,0,0,0,34,0,10,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NZM_M_R,Wetland,0,0,0,0,0,0,96,0,21,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NZM_M_R,Bareland,0,0,0,0,0,0,23,0,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NZM_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NZM_M_R,Forest,0,0,0,0,0,0,123,0,36,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NZM_M_R,Water,0,0,0,0,0,0,0,0,87,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36NZM_M_R,Cropland,40,0,9,46,34,39,1,0,0,61,18,0
AFRICA_2024_GLC_FCS30D_2022_36NZM_M_R,Wetland,9,37,0,55,17,32,3,0,0,54,0,0
AFRICA_2024_GLC_FCS30D_2022_36NZM_M_R,Bareland,22,23,2,0,22,15,1,0,0,20,7,0
AFRICA_2024_GLC_FCS30D_2022_36NZM_M_R,Built-up,7,8,0,7,0,9,0,0,0,11,2,0
AFRICA_2024_GLC_FCS30D_2022_36NZM_M_R,Water,39,61,32,79,38,59,0,0,0,78,12,0
AFRICA_2024_GLC_FCS30D_2022_36NZM_M_R,Forest,46,68,35,69,44,0,12,0,0,85,15,0
