Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AFRICA_2024_GLC_FCS30D_2022_36NZM_M_R,Grassland,0,41,9,43,21,34,4,0,0,62,7,0
AFRICA_2024_GLC_FCS30D_2022_36NZM_M_R,Permanent_ice_and_snow,0,6,0,0,0,5,0,0,0,3,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NZM_M_R,Grassland,0,60,41,2,22,82,37,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NZM_M_R,Wetland,0,37,0,1,9,53,64,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NZM_M_R,Bareland,0,28,10,0,14,16,36,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NZM_M_R,Built-up,0,2,3,0,0,1,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NZM_M_R,Forest,0,56,70,4,33,0,64,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NZM_M_R,Cropland,0,0,39,3,34,43,39,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NZM_M_R,Water,0,64,59,5,20,58,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NZM_M_R,Permanent_ice_and_snow,0,1,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NZM_M_R,Water,36,10,34,2,0,46,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NZM_M_R,Cropland,24,0,9,10,0,19,19,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NZM_M_R,Wetland,52,20,0,3,0,32,32,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NZM_M_R,Bareland,6,14,10,0,0,8,15,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NZM_M_R,Built-up,7,11,1,2,0,10,9,0,0,0,0,1
AFRICA_2024_DynamicWorld_2024_36NZM_M_R,Forest,42,37,31,13,0,0,27,0,0,0,0,5
AFRICA_2024_DynamicWorld_2024_36NZM_M_R,Grassland,0,8,4,7,0,8,7,0,0,0,0,0
