Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AFRICA_2024_GSW_Yearly_2021_35NRH_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NRH_M_R,Grassland,0,0,0,0,0,0,25,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_35NRH_M_R,Wetland,0,0,0,0,0,0,55,0,15,0,0
AFRICA_2024_GSW_Yearly_2021_35NRH_M_R,Bareland,0,0,0,0,0,0,7,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_35NRH_M_R,Water,0,0,0,0,0,0,0,0,58,0,0
AFRICA_2024_GSW_Yearly_2021_35NRH_M_R,Forest,0,0,0,0,0,0,47,0,11,0,0
AFRICA_2024_GSW_Yearly_2021_35NRH_M_R,Cropland,0,0,0,0,0,0,6,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_35NRH_M_R,Cropland,10,0,2,8,8,27,0,0,0,44,0
AFRICA_2024_GLC_FCS30D_2022_35NRH_M_R,Wetland,2,12,0,30,3,49,8,0,0,79,0
AFRICA_2024_GLC_FCS30D_2022_35NRH_M_R,Bareland,6,3,0,0,5,16,0,0,0,27,0
AFRICA_2024_GLC_FCS30D_2022_35NRH_M_R,Built-up,5,4,0,0,0,6,0,0,0,11,0
AFRICA_2024_GLC_FCS30D_2022_35NRH_M_R,Water,11,21,17,40,23,44,0,0,0,75,0
AFRICA_2024_GLC_FCS30D_2022_35NRH_M_R,Forest,11,23,15,23,12,0,7,0,0,79,0
AFRICA_2024_GLC_FCS30D_2022_35NRH_M_R,Grassland,0,12,5,21,4,28,2,0,0,42,0
AFRICA_2024_GLC_FCS30D_2022_35NRH_M_R,Permanent_ice_and_snow,0,0,0,0,0,4,0,0,0,5,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRH_M_R,Grassland,0,20,21,0,5,29,19,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRH_M_R,Wetland,0,26,0,0,10,42,49,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRH_M_R,Built-up,0,1,0,0,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRH_M_R,Forest,0,29,31,0,20,0,34,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRH_M_R,Water,0,13,38,5,1,17,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRH_M_R,Cropland,0,0,8,0,8,12,4,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRH_M_R,Bareland,0,11,4,0,6,3,9,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRH_M_R,Permanent_ice_and_snow,0,0,1,0,1,2,2,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRH_M_R,Wetland,38,21,0,2,0,28,30,0,0,0,1
AFRICA_2024_DynamicWorld_2024_35NRH_M_R,Water,10,3,17,2,0,11,0,0,0,0,1
AFRICA_2024_DynamicWorld_2024_35NRH_M_R,Forest,22,12,18,10,0,0,19,0,0,0,3
AFRICA_2024_DynamicWorld_2024_35NRH_M_R,Cropland,1,0,0,0,0,3,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRH_M_R,Grassland,0,2,0,6,0,2,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRH_M_R,Built-up,0,4,0,3,0,2,0,0,0,0,1
AFRICA_2024_DynamicWorld_2024_35NRH_M_R,Bareland,0,0,0,0,0,1,2,0,0,0,1
