Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AFRICA_2024_WorldCover_2021_35NRH_M_R,Shrubland,3,2,3,2,1,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRH_M_R,Grassland,0,3,35,3,2,15,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRH_M_R,Cropland,45,0,24,18,12,17,2,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRH_M_R,Wetland,86,9,0,4,3,51,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRH_M_R,Bareland,27,0,6,0,9,8,1,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRH_M_R,Built-up,11,2,3,9,0,6,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRH_M_R,Water,94,6,84,38,2,59,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRH_M_R,Forest,76,8,54,6,12,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRH_M_R,Permanent_ice_and_snow,4,0,0,1,0,2,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRH_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRH_M_R,Cropland,0,0,2,0,0,0,0,30,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRH_M_R,Bareland,0,0,0,0,0,0,0,10,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRH_M_R,Forest,0,0,15,0,0,0,7,99,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRH_M_R,Wetland,0,0,0,0,0,0,8,212,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRH_M_R,Built-up,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRH_M_R,Water,0,0,17,0,0,0,0,81,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRH_M_R,Grassland,0,0,5,0,0,0,2,56,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0
