Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_37NCF_M_R,Shrubland,3,1,1,1,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NCF_M_R,Grassland,0,16,3,2,1,23,7,0,0,0,0
AFRICA_2024_WorldCover_2021_37NCF_M_R,Cropland,85,0,13,33,21,59,17,0,0,0,0
AFRICA_2024_WorldCover_2021_37NCF_M_R,Wetland,83,16,0,0,0,79,38,0,0,0,0
AFRICA_2024_WorldCover_2021_37NCF_M_R,Lichens_and_Mosses,1,1,0,0,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NCF_M_R,Bareland,46,14,0,0,1,17,5,0,0,0,0
AFRICA_2024_WorldCover_2021_37NCF_M_R,Built-up,11,8,0,8,0,8,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NCF_M_R,Water,72,26,10,24,0,35,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NCF_M_R,Forest,64,31,7,27,18,0,12,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NCF_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NCF_M_R,Wetland,0,0,0,0,0,0,5,183,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NCF_M_R,Forest,0,0,9,0,0,0,3,48,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NCF_M_R,Grassland,0,0,10,0,0,0,1,30,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NCF_M_R,Cropland,0,0,14,0,0,0,0,46,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NCF_M_R,Water,0,0,19,0,0,0,0,52,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NCF_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NCF_M_R,Grassland,0,0,0,0,0,0,30,0,7,0,0
AFRICA_2024_GSW_Yearly_2021_37NCF_M_R,Bareland,0,0,0,0,0,0,12,0,3,0,0
AFRICA_2024_GSW_Yearly_2021_37NCF_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NCF_M_R,Water,0,0,0,0,0,0,0,0,39,0,0
AFRICA_2024_GSW_Yearly_2021_37NCF_M_R,Forest,0,0,0,0,0,0,33,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_37NCF_M_R,Cropland,0,0,0,0,0,0,36,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_37NCF_M_R,Wetland,0,0,0,0,0,0,74,0,7,0,0
AFRICA_2024_GLC_FCS30D_2022_37NCF_M_R,Cropland,37,0,14,43,24,46,0,0,0,64,17
AFRICA_2024_GLC_FCS30D_2022_37NCF_M_R,Wetland,7,22,0,26,11,37,5,0,0,50,0
AFRICA_2024_GLC_FCS30D_2022_37NCF_M_R,Bareland,24,19,0,0,11,15,0,0,0,31,6
AFRICA_2024_GLC_FCS30D_2022_37NCF_M_R,Built-up,6,5,0,5,0,5,0,0,0,9,6
AFRICA_2024_GLC_FCS30D_2022_37NCF_M_R,Water,25,33,19,43,13,35,0,0,0,59,1
AFRICA_2024_GLC_FCS30D_2022_37NCF_M_R,Forest,30,37,9,34,17,0,3,0,0,70,14
AFRICA_2024_GLC_FCS30D_2022_37NCF_M_R,Grassland,0,15,10,19,5,23,1,0,0,33,2
AFRICA_2024_ESRI_Annual_LULC_2024_37NCF_M_R,Grassland,0,35,24,2,4,30,16,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NCF_M_R,Wetland,0,63,0,0,0,21,33,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NCF_M_R,Bareland,0,35,0,0,9,17,30,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NCF_M_R,Built-up,0,1,0,0,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NCF_M_R,Forest,0,39,23,0,19,0,31,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NCF_M_R,Cropland,0,0,22,4,26,33,20,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NCF_M_R,Water,0,30,41,3,0,10,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NCF_M_R,Water,13,8,32,3,0,5,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NCF_M_R,Cropland,12,0,11,13,0,12,11,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NCF_M_R,Wetland,25,21,0,9,0,11,16,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NCF_M_R,Forest,14,17,18,12,0,0,10,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NCF_M_R,Bareland,1,5,0,0,0,3,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NCF_M_R,Grassland,0,8,3,9,0,6,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NCF_M_R,Built-up,0,5,0,2,0,3,0,0,0,0,0
