Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_36PWR_M_R,Shrubland,3,1,3,3,1,3,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWR_M_R,Grassland,0,2,35,6,1,15,4,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWR_M_R,Cropland,59,0,42,6,1,24,13,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWR_M_R,Wetland,77,4,0,5,0,27,17,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWR_M_R,Bareland,27,2,6,0,0,4,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWR_M_R,Built-up,7,3,3,0,0,4,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWR_M_R,Forest,68,6,53,7,2,0,4,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWR_M_R,Water,65,2,61,24,0,23,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWR_M_R,Permanent_ice_and_snow,1,0,0,1,0,0,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWR_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWR_M_R,Grassland,0,0,5,0,0,0,3,53,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWR_M_R,Cropland,0,0,0,0,0,0,1,52,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWR_M_R,Bareland,0,0,0,0,0,0,0,8,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWR_M_R,Built-up,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWR_M_R,Forest,0,0,12,0,0,0,2,82,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWR_M_R,Wetland,0,0,0,0,0,0,7,171,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWR_M_R,Water,0,0,11,0,0,0,0,65,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWR_M_R,Shrubland,0,0,0,0,0,0,4,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_36PWR_M_R,Wetland,0,0,0,0,0,0,52,0,7,0,0
AFRICA_2024_GSW_Yearly_2021_36PWR_M_R,Forest,0,0,0,0,0,0,21,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_36PWR_M_R,Cropland,0,0,0,0,0,0,20,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_36PWR_M_R,Grassland,0,0,0,0,0,0,23,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_36PWR_M_R,Water,0,0,0,0,0,0,0,0,29,0,0
AFRICA_2024_GSW_Yearly_2021_36PWR_M_R,Bareland,0,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36PWR_M_R,Water,10,8,11,30,0,33,0,0,0,61,0
AFRICA_2024_GLC_FCS30D_2022_36PWR_M_R,Cropland,19,0,0,27,4,29,1,0,0,58,1
AFRICA_2024_GLC_FCS30D_2022_36PWR_M_R,Wetland,7,10,0,29,3,34,7,0,0,60,0
AFRICA_2024_GLC_FCS30D_2022_36PWR_M_R,Built-up,2,1,0,1,0,3,0,0,0,7,0
AFRICA_2024_GLC_FCS30D_2022_36PWR_M_R,Forest,13,15,12,26,12,0,2,0,0,67,1
AFRICA_2024_GLC_FCS30D_2022_36PWR_M_R,Grassland,0,11,5,18,3,19,3,0,0,40,0
AFRICA_2024_GLC_FCS30D_2022_36PWR_M_R,Bareland,1,4,0,0,2,3,0,0,0,16,0
AFRICA_2024_GLC_FCS30D_2022_36PWR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,3,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWR_M_R,Water,0,27,39,1,0,6,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWR_M_R,Grassland,0,34,15,1,2,23,6,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWR_M_R,Forest,0,32,18,0,9,0,15,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWR_M_R,Wetland,0,14,0,1,0,39,20,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWR_M_R,Cropland,0,0,8,0,4,16,6,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWR_M_R,Bareland,0,2,0,0,0,5,8,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWR_M_R,Water,21,21,25,0,0,14,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWR_M_R,Wetland,32,8,0,0,0,22,24,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWR_M_R,Bareland,1,1,2,0,0,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWR_M_R,Forest,11,11,13,2,0,0,10,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWR_M_R,Cropland,2,0,2,0,0,3,2,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWR_M_R,Grassland,0,3,5,4,0,4,3,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWR_M_R,Built-up,0,0,0,0,0,1,0,0,0,0,0
