Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AFRICA_2024_WorldCover_2021_35PNL_M_R,Shrubland,3,3,3,3,2,3,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PNL_M_R,Grassland,0,10,32,3,2,13,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PNL_M_R,Cropland,37,0,28,19,6,12,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PNL_M_R,Wetland,75,28,0,13,4,46,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PNL_M_R,Lichens_and_Mosses,3,0,0,1,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PNL_M_R,Bareland,36,8,26,0,10,2,5,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PNL_M_R,Built-up,7,3,2,8,0,6,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PNL_M_R,Water,79,24,81,61,1,44,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PNL_M_R,Forest,52,21,39,10,5,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PNL_M_R,Permanent_ice_and_snow,14,0,1,6,0,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PNL_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PNL_M_R,Grassland,0,0,7,0,0,0,0,46,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PNL_M_R,Cropland,0,0,2,0,0,0,0,37,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PNL_M_R,Bareland,0,0,2,0,0,0,2,32,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PNL_M_R,Built-up,0,0,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PNL_M_R,Forest,0,0,20,0,0,0,1,65,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PNL_M_R,Wetland,0,0,0,0,0,0,4,209,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PNL_M_R,Water,0,0,13,0,0,0,0,71,0,0,0,0
