Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_36PZU_M_R,Shrubland,3,2,1,1,1,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZU_M_R,Grassland,0,6,6,1,1,7,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZU_M_R,Cropland,54,0,1,19,14,40,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZU_M_R,Wetland,34,14,0,3,0,25,6,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZU_M_R,Lichens_and_Mosses,1,1,0,1,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZU_M_R,Bareland,25,14,0,0,0,6,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZU_M_R,Built-up,7,7,0,6,0,7,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZU_M_R,Water,77,52,9,54,0,74,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZU_M_R,Forest,59,32,5,10,6,0,2,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZU_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZU_M_R,Forest,0,0,9,0,0,0,5,17,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZU_M_R,Cropland,0,0,8,0,0,0,1,10,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZU_M_R,Wetland,0,0,0,0,0,0,0,72,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZU_M_R,Grassland,0,0,0,0,0,0,0,16,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZU_M_R,Bareland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZU_M_R,Water,0,0,21,0,0,0,0,10,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZU_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZU_M_R,Cropland,0,0,0,0,0,0,22,0,6,0,0
AFRICA_2024_GSW_Yearly_2021_36PZU_M_R,Bareland,0,0,0,0,0,0,11,0,5,0,0
AFRICA_2024_GSW_Yearly_2021_36PZU_M_R,Forest,0,0,0,0,0,0,27,0,10,0,0
AFRICA_2024_GSW_Yearly_2021_36PZU_M_R,Wetland,0,0,0,0,0,0,8,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_36PZU_M_R,Water,0,0,0,0,0,0,0,0,73,0,0
AFRICA_2024_GSW_Yearly_2021_36PZU_M_R,Grassland,0,0,0,0,0,0,6,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36PZU_M_R,Cropland,15,0,8,33,18,36,1,0,0,40,10
AFRICA_2024_GLC_FCS30D_2022_36PZU_M_R,Water,16,39,21,57,26,53,0,0,0,48,15
AFRICA_2024_GLC_FCS30D_2022_36PZU_M_R,Wetland,1,10,0,11,1,14,0,0,0,24,1
AFRICA_2024_GLC_FCS30D_2022_36PZU_M_R,Built-up,4,5,0,3,0,5,0,0,0,6,0
AFRICA_2024_GLC_FCS30D_2022_36PZU_M_R,Forest,15,28,9,24,17,0,5,0,0,46,14
AFRICA_2024_GLC_FCS30D_2022_36PZU_M_R,Grassland,0,6,0,0,0,11,0,0,0,17,0
AFRICA_2024_GLC_FCS30D_2022_36PZU_M_R,Bareland,3,9,0,0,3,9,0,0,0,12,3
AFRICA_2024_ESRI_Annual_LULC_2024_36PZU_M_R,Grassland,0,12,10,0,2,3,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZU_M_R,Wetland,0,19,0,0,0,1,21,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZU_M_R,Bareland,0,14,0,0,5,2,20,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZU_M_R,Water,0,46,0,1,2,3,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZU_M_R,Built-up,0,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZU_M_R,Forest,0,45,5,0,18,0,43,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZU_M_R,Cropland,0,0,0,0,19,17,22,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZU_M_R,Cropland,7,0,9,9,0,24,21,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZU_M_R,Forest,6,9,7,1,0,0,10,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZU_M_R,Grassland,0,2,0,2,0,2,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZU_M_R,Wetland,0,1,0,0,0,7,6,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZU_M_R,Bareland,0,4,3,0,0,3,7,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZU_M_R,Built-up,0,2,0,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZU_M_R,Water,0,0,9,1,0,9,0,0,0,0,0
