Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland,Permanent_ice_and_snow
AFRICA_2024_GWL_FCS30D_2022_37PDS_M_R,Grassland,0,0,0,0,0,0,0,0,0,0,5,0
AFRICA_2024_GWL_FCS30D_2022_37PDS_M_R,Water,0,0,0,0,0,0,44,0,0,0,26,0
AFRICA_2024_GWL_FCS30D_2022_37PDS_M_R,Bareland,0,0,0,0,1,0,8,0,0,0,8,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDS_M_R,Grassland,0,24,3,13,5,15,3,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDS_M_R,Wetland,0,9,0,4,36,5,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDS_M_R,Bareland,0,39,0,32,52,22,8,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDS_M_R,Built-up,0,3,0,0,1,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDS_M_R,Forest,0,42,1,31,32,0,17,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDS_M_R,Cropland,0,0,9,47,20,29,2,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDS_M_R,Water,0,33,4,16,0,17,6,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDS_M_R,Cropland,21,0,31,0,25,32,11,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDS_M_R,Wetland,3,3,14,0,10,16,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDS_M_R,Water,4,3,23,0,0,23,14,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDS_M_R,Forest,4,10,5,0,5,0,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDS_M_R,Bareland,1,6,0,0,12,3,0,0,0,0,0,2
AFRICA_2024_DynamicWorld_2024_37PDS_M_R,Grassland,0,6,12,0,4,7,0,0,0,0,0,1
AFRICA_2024_DynamicWorld_2024_37PDS_M_R,Built-up,0,10,13,0,3,11,0,0,0,0,0,2
