Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland,Permanent_ice_and_snow
AFRICA_2024_WorldCover_2021_37PDS_M_R,Shrubland,3,3,2,1,1,2,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDS_M_R,Grassland,0,22,3,1,1,9,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDS_M_R,Cropland,54,0,40,23,17,35,6,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDS_M_R,Wetland,17,45,5,0,13,5,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDS_M_R,Lichens_and_Mosses,1,1,1,0,0,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDS_M_R,Bareland,57,59,0,21,14,10,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDS_M_R,Built-up,12,13,11,0,1,10,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDS_M_R,Water,68,93,52,3,0,33,16,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDS_M_R,Forest,44,63,30,17,17,0,15,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDS_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDS_M_R,Shrubland,0,0,0,0,3,0,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDS_M_R,Grassland,0,0,0,0,9,0,0,3,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDS_M_R,Cropland,0,0,0,0,72,0,0,12,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDS_M_R,Wetland,0,0,0,0,33,0,0,10,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDS_M_R,Bareland,0,0,0,0,41,0,0,13,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDS_M_R,Built-up,0,0,0,0,6,0,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDS_M_R,Water,0,0,0,0,0,0,0,65,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDS_M_R,Forest,0,0,0,0,49,0,0,11,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37PDS_M_R,Water,53,66,66,36,0,27,44,0,45,6,0,0
AFRICA_2024_GLC_FCS30D_2022_37PDS_M_R,Cropland,42,0,52,33,4,28,20,0,46,15,0,0
AFRICA_2024_GLC_FCS30D_2022_37PDS_M_R,Wetland,2,13,9,6,1,4,0,0,9,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37PDS_M_R,Bareland,44,36,0,29,1,10,8,0,38,15,0,0
AFRICA_2024_GLC_FCS30D_2022_37PDS_M_R,Built-up,9,9,10,0,0,5,0,0,9,7,0,0
AFRICA_2024_GLC_FCS30D_2022_37PDS_M_R,Forest,39,45,39,36,5,0,19,0,43,9,0,0
AFRICA_2024_GLC_FCS30D_2022_37PDS_M_R,Grassland,0,10,7,6,0,8,0,0,12,2,0,0
AFRICA_2024_GLC_FCS30D_2022_37PDS_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PDS_M_R,Forest,0,0,0,0,5,0,19,0,0,0,33,0
AFRICA_2024_GWL_FCS30D_2022_37PDS_M_R,Cropland,0,0,0,0,4,0,20,0,0,0,19,0
AFRICA_2024_GWL_FCS30D_2022_37PDS_M_R,Wetland,0,0,0,0,1,0,0,0,0,0,45,0
